"BC_HKB0112_933_T"	"BC_HKB0775_1470_T"	"HKB0036_3006_T"	"HKB0210_3006_T"	"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB2107_1620_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0019_3006_T"	"HKB0092_3000_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0215_1134_T"	"BC_HKB0582_1333_T"	"BC_HKB0730_1441_T"	"BC_HKB0754_1481_T"	"BC_HKB0757_1496_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"BC_HKB1365_M1665_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2119_1690_T"	"BC_HKB2128_1735_T"	"HKB0086_3006_T"	"HKB0157_3006_T"
"OR2A12"	4.19613488076516	2.60644222813161	0	0	0	0	3.53729606709084	3.33771109212829	0	0	0	0	0.111031312388744	1.88362081628567	0	1.13093086982645	0	3.95977015521147	3.43429461795993	4.77610398807316	0	0	0	3.64846544302731	1.57531233068744	2.33628338786443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39506279951758	0	1.18903382439002	1.71808758396052	2.82781902461732	0	1.31614574229336	2.63459326844576	3.12928301694497	0	1.84799690655495	3.55090066464752	3.67919857056692	0	0	1.24488705912353	3.4594316186373	2.82984955984469	2.87970576628229	0	1.61823865559545	1.57531233068744	1.32192809488736	0	0
"C9orf144"	2.66220549965362	1.13750352374994	0	0	0	1.92599941855622	1.54596836910529	1.09085343045111	0	0	0.0143552929770701	0	0.070389327891398	1.21412480535285	1.36737106564853	1.04264433740849	0.704871964456353	1.29278174922785	0.632268215499513	0.831877241191673	2.10433665981474	2.83592407425437	1.15704371014558	3.01970191444255	0.575312330687437	0.790772037862	0.0143552929770701	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30451104180995	0.298658315564515	0	1.40599235967584	1.53605290024021	1.4905701304462	1.65535182861255	1.16992500144231	1.70929063572336	0	1.32768736417605	0.298658315564515	0.669026765509631	1.66448284036468	0.367371065648529	1.39506279951758	1.14404636961671	1.11103131238874	0.604071323668861	1.11769504266975	0.263034405833794	0	0
"HSFYL1"	0	0	0	0.286881147788162	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678071905112638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CETN1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FOXB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLDN17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23112515787905	0	0	0	0	0	0	0	0	0
"C17orf73"	1.44360665147561	2.82171021503467	0.0976107966264223	0	0	0	0	0	0.0565835283663675	0	0	0	0.0976107966264223	2.21412480535285	1.91838623444635	1.0496307677246	0	0	1.81147103052984	1.36176835941915	0	0	0	1.11103131238874	2.18269229751619	0.933572638261024	0	0	0.070389327891398	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0.070389327891398	0	0.0565835283663675	0	0	0.070389327891398	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0.0565835283663675	0	0.0840642647884745	0.214124805352847	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02680005934372	0	1.26303440583379	1.87184364850932	1.35614381022528	0	0	1.73552217729654	0	0	0	1.11103131238874	1.15704371014558	2.11769504266975	2.34766565630097	0	2.0071955014042	3.0686708106651	0	0	0.0840642647884745	0
"ADAM30"	0	0	0.0285691521967709	0	0	0	0	0	0	0.0143552929770701	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.495695162624069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0.070389327891398	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0.0143552929770701	0	0.0285691521967709	0	0	0	0	0.0143552929770701	0	0	0	0	2.10768786931437	0	0	0.963474123974886	0	0	0	0	1.06350294230616	0.823749360308273	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0143552929770701
"PTF1A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CDH16"	0	0	0.070389327891398	0	0	0	0	0	0.137503523749935	0.16349873228288	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0.0285691521967709	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.111031312388744	0	0	0	0	0.344828496997441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM26D"	0	0	0.0426443374084937	0	0	0	0	0	0.16349873228288	0	0	0	0.505890929729957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.070389327891398	0	0	0.0426443374084937	0	0	0	0.411426245726465	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HTR1A"	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBPJL"	2.03913839390696	2.11769504266975	0.0143552929770701	0.367371065648529	0	0	1.43295940727611	0.799087306074004	0.0285691521967709	0	0	0	0	0	0.604071323668861	0.485426827170242	1.43295940727611	1.04264433740849	1.73552217729654	0	1.29865831556452	0	0.641546029087524	3.47508488294878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0143552929770701	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594548549550354	0.565597175854225	0.650764559116902	0	0	1.20789285164133	0	0	1.25096157353322	0	2.32481060342048	0	1.57531233068744	1.34482849699744	1.66902676550963	0	0	0	0	0
"LOC348021"	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	1.32192809488736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0.0285691521967709	0	0	0.238786859587116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713695814843359	0	0	0	0	0
"PRDM9"	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG1"	4.19927972133662	2.96347412397489	0.0976107966264223	0	0	2.85399564717639	6.12163711829091	1.55090066464752	0	0	0	0	0	3.37851162325373	3.56193705962243	0	0	1.86789646399265	2.0703893278914	0.704871964456353	0	2.68929916053589	0	0	1.63226821549951	2.96901230751632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10433665981474	0.941106310946431	2.57288966842058	0	3.96254902292306	2.23572705983806	1.84398384404833	1.62760683812965	0	1.48026512205446	0	0	0.594548549550354	1.8073549220576	0	0	2.31034012061215	0	1.48542682717024	0	2.16027483140859	1.05658352836637	0	0
"MEP1B"	1.88752527074159	1.14404636961671	0.0840642647884745	0.604071323668861	0.807354922057604	1.08406426478847	2.02856915219677	0	0.0426443374084937	0	0.0285691521967709	0	0	0	2.29865831556452	0	0	1.10433665981474	1.0071955014042	0	0.613531652917927	0	0	0.565597175854225	0	0	0	0.0285691521967709	0	0	0	0.0976107966264223	0.0565835283663675	0.0143552929770701	0	0.137503523749935	0.0565835283663675	0	0	0.0976107966264223	0.0426443374084937	0	0	0.0426443374084937	0.0285691521967709	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0.0840642647884745	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0.070389327891398	0.189033824390017	0.0285691521967709	0	0	0	0.0426443374084937	0.0840642647884745	0.0426443374084937	0	0	0.0143552929770701	0	1.09085343045111	0	0	0	1.0703893278914	0.604071323668861	1.51601514700366	0	0.765534746362977	0.956056652412403	2.60407132366886	0	0.584962500721156	0.545968369105292	0	1.20163386116965	0.622930350920177	0.641546029087524	0.669026765509631	0	0.75702324650746	0	0.0976107966264223	0.0565835283663675
"GSG1"	3.55213110825378	2.71808758396052	0.0285691521967709	0	3.01613970265525	2.56803210477128	2.56315813040281	3.27947129564447	0	0	0.070389327891398	0	0.20163386116965	3.51475349843975	2.62527048937469	1.09761079662642	1.39506279951758	3.80219321694183	2.66220549965362	5.55887985347544	3.611172380044	0	1.37295209791183	2.72683121703249	1.50080205305716	2.85199883711245	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0.0285691521967709	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0	0.0565835283663675	0.0565835283663675	0	0	0	0	0	0.0426443374084937	0	0	0.0426443374084937	0	0.0976107966264223	0	0	0	0.0565835283663675	0.0976107966264223	0	0	0.070389327891398	0	2.27500704749987	1.99638874644762	3.99367436175058	4.57531233068744	4.25625587320273	2.60880924267552	2.70487196445635	2.91456452349394	2.60169651648096	5.21839371107679	3.60644222813161	1.81557542886257	3.61353165291793	1.57531233068744	3.0496307677246	2.27500704749987	1.72683121703249	3.35614381022528	3.0703893278914	2.86195536414487	0.970853654340484	3.05831649559082	3.13093086982645	0	0
"ALG1L2"	0	0	0.0565835283663675	0	0	0	0	0	0.070389327891398	0	0.948600847493356	0.0976107966264223	0	0	0	0	1.43295940727611	0	2.36176835941915	0	2.78868571061353	0	0	1.81966818349646	2.29278174922785	1.58976348698498	0.250961573533219	0.0840642647884745	0.070389327891398	0.0565835283663675	0	0.070389327891398	0	0	0	0	0.389566811762726	0.150559676575381	0	0	0	0	0.0565835283663675	0	0.22650852980868	0	0.16349873228288	0	0.16349873228288	0.411426245726465	0.189033824390017	0.137503523749935	0	0.298658315564515	0.0840642647884745	0.0976107966264223	0.333423733725192	0	0.0840642647884745	0.137503523749935	0	0.176322772640463	0	0.070389327891398	0	0.070389327891398	0.422233000683048	0	0	0.286881147788162	0	0	0.495695162624069	0.137503523749935	0	0.137503523749935	0	2.0496307677246	1.17632277264046	0	0	0	1.30451104180995	0	0	0	0	0	0	0	1.18903382439002	2.33628338786443	0	0	0	0	0	0	0	0.0840642647884745	0
"C16orf92"	1.71808758396052	5.83693401132109	0	0	1.81147103052984	3.36176835941915	0	4.66220549965362	0	0	0	0	0	0	0	1.25701061820602	1.60880924267552	0	0	2.85798099512757	2.18903382439002	0	0	1.32192809488736	0	1.76128527336162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53106949272595	3.87184364850932	0	0	0	0	3.20476675065461	3.58616424593091	1.75702324650746	3.10936055940423	3.98185265328974	0	2.114367024952	3.11769504266975	0	2.44890095114513	3.32912359629157	2.73552217729654	5.36632221424582	0	0	0	0	0
"CREBZF"	4.18586654531133	3.39094277280254	4.44360665147561	4.9560566524124	3.59215800212536	3.68818035858693	3.74308405554959	3.83693401132109	3.72027846523333	3.50969584193339	4.69655030107857	4.06953032516231	4.25927248703759	3.43295940727611	4.12018602753186	3.13422093976063	4.43095427138573	3.68929916053589	3.36036427654347	3.76128527336162	2.88752527074159	5.7599547420113	4.5963388642052	5.29645740737124	3.28835856219366	3.89917563048051	3.55704241526372	4.04526821513853	4.44161626940656	3.799087306074	3.62175885670973	3.4944156103975	3.63343121035563	3.78450398292957	3.82374936030827	3.97727992349992	4.13668357769724	3.01435529297707	4.44890095114513	3.83289001416474	4.39094277280254	3.95046841415012	3.44757919654888	3.75381844317354	3.09254574154357	3.96624587322494	3.47767732756531	3.87282875953489	3.46597446450407	3.34908214639109	4.34411833452143	4.12515513132229	3.57167680997093	3.94579495674006	4.07895134139482	3.12928301694497	4.14812063112396	3.95326523901484	3.42088657497553	3.57531233068744	4.04614178164472	3.88362081628567	3.9560566524124	4.37503943134692	3.90592847817313	4.57106999816771	3.02502879449152	3.14404636961671	3.20945336562895	3.03738222200308	3.85299758761332	3.73443866613717	4.21878116778407	3.6564963705535	3.8499992594661	3.4995270242151	3.96439863220318	3.45680614923047	2.60169651648096	3.10097764772482	3.44757919654888	3.18745105402733	3.6915341649192	3.05311133645956	2.790772037862	3.877744249949	3.90881290773955	4.13422093976063	2.93168305705981	2.88557436437143	3.38404980679516	3.68144926531496	2.41953889151378	3.4944156103975	3.73768676140986	3.54843662469604	3.06177619758669	2.74846123300404	2.13750352374994	4.17072627613155	3.114367024952
"FAM47A"	0	0	0.0143552929770701	0.0285691521967709	0.739848102699327	1.81557542886257	0	1.95233356636969	0	0	0.070389327891398	0.189033824390017	0.070389327891398	0	1.32768736417605	0	0	1.02147972741045	0	0	0.55581615506164	0	0	0	0	0	0.176322772640463	0.16349873228288	0.124328135002202	0.0840642647884745	0.0285691521967709	0	0.111031312388744	0	0.0565835283663675	0	0	0	0.0565835283663675	0.0285691521967709	0.0976107966264223	0	0	0	0	0	0.0565835283663675	0	0.344828496997441	0.0426443374084937	0.070389327891398	0.0285691521967709	0	0.137503523749935	0.0285691521967709	0	0	0	0	0	0.0285691521967709	0	0	0.137503523749935	0	0	0	0	0.070389327891398	0	0.0285691521967709	0.0426443374084937	0	0	0	0	4.83895176695194	2.92219784839637	0	0	0	0.575312330687437	0	0	0	0	0	0	0	0	0.495695162624069	0	0	0	1.8073549220576	0.613531652917927	0	0	0	0.137503523749935	0
"PRKCH"	1.86789646399265	2.92219784839637	4.07809742302666	2.72027846523333	2.54101915313356	2.64154602908752	3.20945336562895	2.61823865559545	3.16188768237689	3.98823022306046	4.44824022521607	5.00315244866692	3.96809075204526	3.48800077083407	4.04614178164472	4.85897561429202	3.86789646399265	3.6959938131099	4.37016428054021	4.09592441999854	3.50207595604579	5.19810120932482	4.03650333373899	5.2475478068903	4.16671544496642	1.71808758396052	4.30961277245412	4.8293421939028	4.16992500144231	3.66106547980695	5.63343121035563	4.1906148602095	4.33699741660501	4.2667865406949	4.73822740036724	4.57106999816771	3.45680614923047	3.68481873755322	4.42894634476948	4.33199177823206	4.7457751494858	4.84749588378871	4.64904056563445	3.96069703930431	3.6915341649192	4.06091204958787	3.34482849699744	3.65420637794429	4.52732060787705	3.75167794568758	5.06910063192283	3.87872534148011	3.46597446450407	4.34056226902641	4.28466218548316	4.78920757534734	5.33664044640873	4.00539998774259	4.95698592461258	4.29278174922785	5.13750352374993	4.29130885982897	4.98595575460751	5.02236781302845	4.80889983925777	5.04045412134962	4.8703647195834	5.69738463076402	4.33771109212829	4.76553474636298	4.91695427895322	4.65935375917005	5.97659276223859	4.21412480535285	4.62234472272424	4.46727948045998	1.6959938131099	1.4905701304462	2.877744249949	2.26303440583379	4.32409051603798	3.0703893278914	3.26603689399532	3.55704241526372	2.56315813040281	2.75702324650746	3.88849973551412	2.90689059560852	4.28835856219366	3.01970191444255	1.81966818349646	3.80838505065609	1.56071495447448	1.64154602908752	3.2585189247113	3.71479501111816	3.86492897228979	3.27798474729977	3.6959938131099	5.00045077177086	3.16349873228288
"PSG7"	2.28095631383106	2.81147103052984	0	0	0	0	5.10391721075207	0	0	0	0	0.37851162325373	0	1.70929063572336	0.84799690655495	0	0	0.7311832415722	0	0	2.26002565596146	5.05398016818765	0	0	0	2.03210084316702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83995958748953	1.86393845042397	0	2.87184364850932	1.6915341649192	0	2.31614574229336	0	0.739848102699327	0	0	0	1.20789285164133	0	0	1.72246602447109	0	1.4276061727819	0	0.992768430768924	0	0	0
"KCNK10"	0	0	0.0426443374084937	0.124328135002202	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0.0840642647884745	0.214124805352847	0	0.22650852980868	0	0	0	0	0.250961573533219	0	0	0	0	0.263034405833794	0.150559676575381	0.0285691521967709	0.495695162624069	0.070389327891398	0.0426443374084937	0.411426245726465	0.0426443374084937	0	0.0565835283663675	0.0285691521967709	0.137503523749935	0.0143552929770701	0.0143552929770701	0.124328135002202	0.0840642647884745	0.0976107966264223	0.0285691521967709	0.0285691521967709	0.0143552929770701	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.0285691521967709	0.0565835283663675	0.176322772640463	0.070389327891398	0.0143552929770701	0.0976107966264223	0.124328135002202	0.0143552929770701	0.0143552929770701	0.111031312388744	0.0143552929770701	0.0426443374084937	0.0840642647884745	0.286881147788162	0.0285691521967709	0.0976107966264223	0.124328135002202	0.137503523749935	0.070389327891398	0.0285691521967709	0.20163386116965	0.0285691521967709	0.0143552929770701	0	0.0143552929770701	0.176322772640463	0.0426443374084937	0.0285691521967709	0.0285691521967709	0	0.22650852980868	0	0.16349873228288	0	0	0	0.250961573533219	0	0	0	0	0	0	0	0	0	0.575312330687437	0	0	0	0	0	0.070389327891398	0.0143552929770701
"CEACAM3"	0	0	0.0840642647884745	0	0	0	0	0	0.367371065648529	0	0.20163386116965	0.263034405833794	0.124328135002202	0	0	0	0	0	0	0	0	0	0.956056652412403	0	0	0	0.250961573533219	0.263034405833794	0.22650852980868	0.0976107966264223	0.286881147788162	0.111031312388744	0.400537929583729	0.150559676575381	0.0840642647884745	0.321928094887362	0	0.31034012061215	0.137503523749935	0.31034012061215	0.150559676575381	0.111031312388744	0.214124805352847	0	0.27500704749987	0	0.150559676575381	0	0.20163386116965	0.31034012061215	0.0840642647884745	0	0.286881147788162	0	0.400537929583729	0.0840642647884745	0.0840642647884745	0	0.622930350920177	0.111031312388744	0	0.111031312388744	0.189033824390017	0.189033824390017	0.214124805352847	0.111031312388744	0.298658315564515	0.070389327891398	0	0	0.16349873228288	0.124328135002202	0.0976107966264223	0.137503523749935	0.189033824390017	0.55581615506164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202
"PLG"	1.6915341649192	1	0.0143552929770701	0	0	0	1.60407132366886	0	0	0	0.0426443374084937	0	0.0285691521967709	1.9560566524124	2.72027846523333	1.4905701304462	1.82781902461732	1.28095631383106	0	0	1.46466826700344	0	0	0.485426827170242	1.43829285157915	0.37851162325373	0	0	0	0	0.0285691521967709	0.0426443374084937	0.0285691521967709	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0.0285691521967709	0.0565835283663675	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0.0565835283663675	0	0.0565835283663675	0.0285691521967709	0.0565835283663675	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	2.3533232911629	1.19534759832222	0.594548549550354	1.4905701304462	0	0	0	0	0.495695162624069	0	1.13750352374994	0	0.526068811667588	3.0703893278914	0.985500430304885	1.13750352374994	1.09761079662642	0	0.0565835283663675	0
"CRLF2"	0	0	0	0.0976107966264223	0	0	0	0	0.0976107966264223	0.0976107966264223	0	0.765534746362977	0.20163386116965	0	2.51096191927738	1.48026512205446	0	0	3.25701061820602	0	2.26002565596146	0	0	1.80322703643493	0	0	0.250961573533219	0.55581615506164	0.22650852980868	0.189033824390017	0.871843648509318	0.16349873228288	0.356143810225275	0.298658315564515	0.176322772640463	0.526068811667588	0	0.111031312388744	0.298658315564515	0.443606651475615	0.400537929583729	0	0	0.0840642647884745	0.20163386116965	0.250961573533219	0.20163386116965	0.356143810225275	0.622930350920177	0.333423733725192	0.475084882948783	0.070389327891398	0.454175893185802	0.124328135002202	0.367371065648529	0.137503523749935	0.565597175854225	0	1.06350294230616	0.070389327891398	0.124328135002202	0.263034405833794	0.941106310946431	0	0.27500704749987	0.400537929583729	0.344828496997441	0.16349873228288	0.505890929729957	0.16349873228288	0	0	0.176322772640463	0	0.669026765509631	0	2.05658352836637	0	1.58014548442338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34482849699744	0	0	0	0	0	0.0976107966264223
"FAM76B"	1.87184364850932	1.23878685958712	3.09929520433778	4.17312743348066	0.516015147003665	1.94860084749336	0.75702324650746	1.70043971814109	2.52606881166759	2.44890095114513	3.0686708106651	3.04264433740849	3.38404980679516	1.57046293102604	2.60644222813161	2.23572705983806	2.46205231879643	2.38956681176273	1.71808758396052	0.432959407276106	1.13750352374994	1.20789285164133	0.765534746362977	2.09423606984577	1.35049724708413	0.495695162624069	2.09761079662642	2.5385381636298	3.03386345186628	2.23266075679027	3.01077983875324	2.30742852519225	2.52356195605701	2.73552217729654	2.75702324650746	2.70043971814109	2.52105073690096	1.81966818349646	2.95233356636969	2.82984955984469	3.17472598770613	2.4594316186373	2.23878685958712	2.66220549965362	2.31614574229336	2.15704371014558	2.24184018356467	2.6507645591169	2.58736499093646	2.18269229751619	3.5385381636298	2.65306001710456	2.56071495447448	2.46205231879643	2.67581593117227	2.27500704749987	3.31179371775365	3.06695024392463	2.75274859140713	2.32481060342048	2.63691458035588	2.52606881166759	2.8499992594661	3.02147972741045	3.20789285164133	2.63923216324928	2.53605290024021	2.35895882583233	2.05311133645956	2.93922657772821	2.9126498648972	2.91456452349394	3.44228003525258	2.06004738366994	2.877744249949	2.51096191927738	0.411426245726465	1.54101915313356	0.321928094887362	1.89141918684608	1.39506279951758	2.14404636961671	1.11769504266975	1.26303440583379	0.948600847493356	1.1243281350022	1.38404980679516	0.782408564927373	2.20476675065461	1.26903314645524	1.73552217729654	0	0.31034012061215	2.30158764660319	1.67807190511264	1.73552217729654	1.15704371014558	2.16671544496642	2.0036022366802	2.96716860753263	2.5033487351675
"IHH"	0	0	0.0285691521967709	0	0	0	0	0	0.0565835283663675	0.0840642647884745	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0.0285691521967709	0.298658315564515	0	0	0.0285691521967709	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0.0285691521967709	0.0976107966264223	0	0	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0.189033824390017	0.0285691521967709	0	0	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709
