"BC_HKB0112_933_T"	"BC_HKB0775_1470_T"	"HKB0036_3006_T"	"HKB0210_3006_T"	"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB2107_1620_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0019_3006_T"	"HKB0092_3000_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0215_1134_T"	"BC_HKB0582_1333_T"	"BC_HKB0730_1441_T"	"BC_HKB0754_1481_T"	"BC_HKB0757_1496_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"BC_HKB1365_M1665_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2119_1690_T"	"BC_HKB2128_1735_T"	"HKB0086_3006_T"	"HKB0157_3006_T"
"B3GALT4"	0.970853654340484	1.82781902461732	2.9560566524124	1.790772037862	2.65764000520782	2.87381319835909	2.83187724119167	0	3.6959938131099	3.62175885670973	4.36527259976453	3.43162295971329	0.773996325111173	1.25701061820602	2.05311133645956	3.65191274464578	1.4541758931858	2.55581615506164	3.1407786557828	2.65306001710456	2.24488705912353	3.55090066464752	4.23266075679027	4.67919857056692	2.97269265400426	2.83187724119167	3.90881290773955	3.02856915219677	3.27500704749987	3.34766565630097	3.36317107711924	2.86987140617771	3.16027483140859	2.91647664443772	3.14567745519564	3.76234881564413	2.08746284125034	3.5837597536395	3.33771109212829	3.26903314645524	3.4931349223055	2.28095631383106	2.98913900736823	3.86789646399265	2.53356334821451	3.22496636500027	3.22804904788446	3.84599177066457	3.6724253419715	3.29865831556452	3.28095631383106	2.56071495447448	3.65191274464578	3.46466826700344	3.53231695933277	3.08915913191124	2.97452931248388	3.56193705962243	3.5033487351675	4.08491465976794	3.21256933885081	3.65191274464578	3.14893410452634	3.0232553523003	2.72465027173297	4.61941301059794	2.88947354253111	3.16188768237689	3.23112515787905	2.93357263826102	4.60821785302146	2.58976348698498	4.05571626351254	3.30012372456901	3.31614574229336	4.30158764660319	1.790772037862	2.53356334821451	1.18903382439002	1.09085343045111	1.01435529297707	0	0	1.85598969730848	0.823749360308273	1.58014548442338	3.0496307677246	1.88362081628567	2.31903981556254	2.17951105027151	2.08406426478847	2.83794324189103	0.6959938131099	1.33342373372519	2.52105073690096	1.41683974191283	3.73768676140986	2.29572302453997	2.46466826700344	3.24792751344359	2.67129337248158
"GRAP"	2.44625622988956	1.91456452349394	2.03210084316702	1.83187724119167	0	2.46205231879643	1.64616265715789	0	2.08406426478847	1.70487196445635	1.94110631094643	2.28392177230762	2.20476675065461	1.63226821549951	0	2.38128337250378	1.26903314645524	0	1.87578006306849	1.95233356636969	2.01435529297707	1.85996954822103	2.26002565596146	3.11935617703968	2.31324585178756	3.01077983875324	1.89141918684608	2.58496250072116	2.28983446517751	1.85598969730848	3.66220549965362	2.01077983875324	2.0036022366802	2.44890095114513	2.52356195605701	3.23572705983806	2.31324585178756	1.76977173924945	2.10768786931437	2.94673086014031	2.34198574722862	2.24488705912353	2.34482849699744	1.6915341649192	2.04614178164472	2.16027483140859	2.1243281350022	2.22032995487956	2.71808758396052	2.34198574722862	2.61588707391606	1.99276843076892	1.83995958748953	2.60644222813161	2.37295209791183	1.95233356636969	2.72027846523333	1.76553474636298	2.83794324189103	2.23266075679027	3.7311832415722	2.30451104180995	3.06177619758669	2.44890095114513	2.58014548442338	2.10097764772482	2.82171021503467	3.7311832415722	2.42223300068305	2.01435529297707	2.74200621086674	1.90303827011291	3.83491342970104	2.79701297783614	2.89530262133331	2.11769504266975	0	1.56071495447448	1.61823865559545	0	0	0	0	1.27500704749987	0	2.7311832415722	1.65992455840238	0	0	0.650764559116902	1.36737106564853	1.41683974191283	0.584962500721156	0.6959938131099	0.713695814843359	1.23878685958712	0.879705766282288	0.839959587489532	0	1.95233356636969	2.15380533607904
"FAM75C1"	0.84799690655495	1.0496307677246	0.0565835283663675	0	0	0.411426245726465	0	0.765534746362977	0.0143552929770701	0	0	0	0.0565835283663675	0.669026765509631	0	0.722466024471091	0	0.422233000683048	0.321928094887362	1.53605290024021	0.389566811762726	0	0	0.970853654340484	0.855989697308481	0.27500704749987	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.75702324650746	0	0	0	0	0	0.941106310946431	0	0	0.871843648509318	0.356143810225275	0	0	0	0	0.367371065648529	0.594548549550354	0	0.632268215499513	0	0	0.855989697308481	0.704871964456353	0	0
"LOC285045"	2.31324585178756	0	0.0285691521967709	0	0	3.0703893278914	0.933572638261024	2.51349074558812	0.137503523749935	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	1.86393845042397	0.641546029087524	0	1.37295209791183	0.070389327891398	0	0	0.070389327891398	0.0426443374084937	0.0285691521967709	0.0840642647884745	0	0	0.124328135002202	1.41142624572647	0	0	0	0	0	0	0	0.443606651475615	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0.070389327891398	0	0.0426443374084937	0.0840642647884745	0	0	0	0	0.0426443374084937	0	0	0.070389327891398	0	0	0	0	0	0	0	1.43295940727611	0.871843648509318	0	0	0	0	1.33913738491959	0	0.84799690655495	2.03562390973072	0	0	1.02147972741045	0.790772037862	0	3.37016428054021	0.713695814843359	0.839959587489532	0	0	0	0	0	0	0
"FLJ25363"	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.214124805352847	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0.933572638261024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526068811667588
"CD160"	6.83390207666916	7.41074812818595	0.0565835283663675	0.0840642647884745	5.82603995889619	4.63284983011771	6.46744252448354	6.02125762056052	0	0.070389327891398	0.0565835283663675	0.0565835283663675	0.333423733725192	5.21606678308703	5.85598969730848	5.70735913208088	5.90616906769106	5.6504773698971	5.26002565596146	7.05050169744673	5.81275490980019	4.25096157353322	3.78240856492737	5.82578562746479	6.03979640762002	5.47800105583793	0.150559676575381	0.0976107966264223	0.0976107966264223	0.0840642647884745	1.25701061820602	0.333423733725192	0.0976107966264223	0.389566811762726	0.389566811762726	0.594548549550354	0.16349873228288	0.0976107966264223	0.545968369105292	0.238786859587116	0.918386234446348	0.55581615506164	0.344828496997441	0.0143552929770701	0.286881147788162	0.411426245726465	0.22650852980868	0.286881147788162	0.27500704749987	0.286881147788162	0.495695162624069	0	0.22650852980868	0	0.150559676575381	0.263034405833794	1.01435529297707	0	0.389566811762726	0.831877241191673	0.176322772640463	0.20163386116965	0.807354922057604	0.956056652412403	0.20163386116965	0.150559676575381	0.933572638261024	0.669026765509631	0.422233000683048	1.31614574229336	0.298658315564515	0.20163386116965	1.14404636961671	0.298658315564515	0.678071905112638	0.545968369105292	6.39591965945896	6.40514146313634	5.03386345186628	4.76606505147495	4.12763327972587	5.34589308568741	6.37764435839991	5.90785207184596	5.41987593042219	6.45302364652906	6.03188036558718	6.23534412817267	6.18903382439002	5.09169983413681	5.58074849176377	5.53262865751717	6.03869955130559	6.45038647903429	6.87663972389718	6.47961860846942	4.39231742277876	7.65126700272935	5.69682846458871	0.84799690655495	0.0840642647884745
"C12orf61"	6.20320115631661	5.70431867776083	0.411426245726465	0.722466024471091	5.86863738417031	3.68706068833989	5.42660022616993	4.2585189247113	0.475084882948783	0.070389327891398	0.333423733725192	0.75702324650746	0.214124805352847	4.66049513188851	5.7292808460274	5.77214959078454	4.89093302170554	5.99254185910911	4.94906796585291	5.86666075081999	6.04941295311848	4.68369645430652	3.86591881455221	6.02147972741045	5.77899700616954	4.35120427725799	0.584962500721156	0.333423733725192	0.526068811667588	0.344828496997441	0.526068811667588	0.389566811762726	0.27500704749987	0.333423733725192	0.263034405833794	0.495695162624069	0.250961573533219	0.31034012061215	0.27500704749987	0.22650852980868	0.27500704749987	0.713695814843359	0.604071323668861	0.584962500721156	0.150559676575381	0.321928094887362	0.31034012061215	0.22650852980868	0.464668267003444	0.263034405833794	0.37851162325373	0.333423733725192	0.344828496997441	0.422233000683048	0.124328135002202	0.189033824390017	0.27500704749987	0.871843648509318	0.790772037862	0.485426827170242	0.333423733725192	0.526068811667588	0.27500704749987	0.176322772640463	0.53605290024021	0.298658315564515	0.411426245726465	0.321928094887362	0.189033824390017	0.0565835283663675	0.713695814843359	0.432959407276106	0.27500704749987	0.344828496997441	0.37851162325373	0.356143810225275	5.30560578958543	4.77346892790519	4.58436125251871	4.69988472869748	5.02591469875079	4.89917563048051	5.71836162613835	5.27015513876653	5.28355142317431	5.74604398299834	5.22727899446832	5.27351588970212	5.75141016006437	4.68650052718322	4.94579495674006	5.67185946824748	5.20280949212501	5.83895176695194	5.39780296186249	5.39506279951758	4.43229133824778	5.21916852046216	5.50716034911752	0.333423733725192	0.214124805352847
"ARL13A"	3.5385381636298	3.24944534108584	0	0	2.51601514700366	3.1554254317472	2.96532254836725	1.81557542886257	0.286881147788162	0	0	0	0.214124805352847	3.55458885167764	2.42492208821069	2.95419631038688	1.55090066464752	3.03913839390696	3.01792190799726	2.97269265400426	2.77188557851537	0	0	2.93168305705981	3.10936055940423	2.13750352374994	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20163386116965	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	3.33628338786443	3.16671544496642	3.13750352374994	2.86987140617771	1.70487196445635	2.56315813040281	1.40053792958373	3.13093086982645	2.62293035092018	3.58976348698498	2.78031009904338	2.99457972421575	3.83491342970104	1.36176835941915	2.20163386116965	2.65992455840238	3.09592441999854	1.4276061727819	3.63575439127776	2.72027846523333	1.71808758396052	2.68929916053589	2.12101540096137	0	0.22650852980868
"HCG26"	3.27351588970212	3.4905701304462	1.70487196445635	2.70708299177171	2.53605290024021	3.22032995487956	1.86789646399265	4.73660487531425	2.03562390973072	1.04264433740849	1.42223300068305	2.03210084316702	1.49569516262407	3.35895882583233	3.53356334821451	3.4541758931858	3.51727569320958	3.25550073314839	3.98913900736823	3.16349873228288	3.32768736417605	6.0457050645108	1.80322703643493	4.93073733756289	2.79493566280354	3.34908214639109	2.0036022366802	0.910732661902913	1.11103131238874	1.68257329734758	2.06695024392463	2.3305584000308	1.17632277264046	2.44095219802964	1.37851162325373	2.25701061820602	1.02856915219677	1.81966818349646	0.863938450423971	2.68481873755322	1.67355642399014	1.799087306074	1.94485844580754	1.50080205305716	2.29572302453997	1.28095631383106	1.88362081628567	1.10433665981474	1.80322703643493	0.863938450423971	0.963474123974886	1.24488705912353	1.75274859140713	0.713695814843359	2.67129337248158	1.70487196445635	3.22804904788446	1.799087306074	1.83592407425437	1.73984810269933	1.92599941855622	2.18586654531133	1.18903382439002	1.63691458035588	1.26303440583379	1.22032995487956	1.4541758931858	1.6959938131099	1.23266075679027	1.76128527336162	1.32192809488736	1.33342373372519	3.25096157353322	1.0496307677246	1.42223300068305	1.58496250072116	2.56559717585422	1.76553474636298	1.54596836910529	2.4032677223393	0	2.17632277264046	2.44890095114513	2.91838623444635	0	2.0036022366802	1.98550043030488	0	3.31469652565629	0	1.97452931248388	4.43562859405209	2.72465027173297	2.15055967657538	2.8011586560937	2.26603689399532	2.03913839390696	2.44625622988956	2.96347412397489	0.855989697308481	0.7311832415722
"FAM193B"	4.62877359520165	4.24640808724638	3.98002530023873	3.60407132366886	3.54349588342577	4.14323013477689	2.03913839390696	3.23572705983806	3.92314918047231	3.17632277264046	3.80322703643493	4.16751850373522	2.94860084749336	3.82476785314329	3.84398384404833	4.45811948117451	3.91169158187234	5.15502057835857	4.41210404467757	3.98550043030489	3.51096191927738	6.05289404674744	4.25776496857139	5.64904056563445	4.5981269599196	2.39780296186249	2.79701297783614	4.86443379636562	4.05484847699562	4.76128527336162	4.04001567884788	4.36036427654347	4.12267271882414	3.67016051412663	3.90014226035982	3.96162332828694	2.34482849699744	3.33628338786443	4.12101540096137	4.15785216914174	4.2364926183813	3.36317107711924	3.27052894238072	3.62527048937469	3.16832111573972	3.97636363573276	3.73660487531425	3.97727992349992	3.27351588970212	2.77610398807316	3.87085786436376	3.60288440871842	3.67129337248158	3.91073266190291	3.93734439215023	3.24792751344359	3.48928602262588	3.76234881564413	3.4032677223393	2.70929063572336	3.15704371014558	3.36737106564853	3.53605290024021	3.5981269599196	3.60880924267552	4.02768487693716	2.57046293102604	4.3327079336406	3.40053792958373	2.96716860753263	2.74846123300404	3.48026512205446	4.62117275268344	3.74200621086674	4.2349610948395	3.6667565918848	1.71808758396052	3.35614381022528	3.15055967657538	3.24031432933371	3.88752527074159	2.72027846523333	2.64154602908752	2.82984955984469	3.45022149589718	4.40463068421761	3.91073266190291	3.01792190799726	4.42155994490182	2.51601514700366	3.37989816352469	4.00898878322726	1.90303827011291	3.6724253419715	3.81455042346181	3.58496250072116	4.34553831007001	3.29425313644451	3.30742852519225	3.61588707391606	3.87578006306849
"LOC145474"	0	0	0.823749360308273	0.485426827170242	0	0	0	0	0.422233000683048	0.422233000683048	1.41683974191283	1.16992500144231	1.37851162325373	0	0	0	0.839959587489532	0.799087306074004	0	0	0	0	0	0	0	0	0.604071323668861	1.58976348698498	1.11769504266975	0.910732661902913	1.7311832415722	0.903038270112912	1.11769504266975	0.516015147003665	1.29278174922785	1.53106949272595	0.722466024471091	1.22650852980868	1.11103131238874	1.0703893278914	1.55581615506164	1.06350294230616	0.250961573533219	0.422233000683048	0.6959938131099	1.18269229751619	1.18269229751619	0.214124805352847	1.07724299893246	0.565597175854225	1.01435529297707	0.678071905112638	0.807354922057604	0.584962500721156	0.992768430768924	1.16349873228288	1.06350294230616	0.910732661902913	1.09085343045111	0.495695162624069	1.18903382439002	0.485426827170242	0.918386234446348	1.24488705912353	0.807354922057604	0.454175893185802	0.432959407276106	0.713695814843359	0.516015147003665	0.613531652917927	0.137503523749935	0.903038270112912	2.0036022366802	0.722466024471091	1.14404636961671	0.985500430304885	0	0	0	0	0.941106310946431	0	0	0	0	0	0	0	0.925999418556223	0	0	0	0	0.75702324650746	0	0	0	0	0	0.432959407276106	0.823749360308273
"NCRNA00164"	3.35895882583233	2.03210084316702	0.070389327891398	0.963474123974886	1.83592407425437	1.54101915313356	1.91073266190291	4.12515513132229	0.0976107966264223	0.0426443374084937	0.344828496997441	0	0.070389327891398	2.60169651648096	3.14241343787374	3.19219416528334	3.29425313644451	1.98185265328974	4.1906148602095	1.64616265715789	2.68706068833989	2.31324585178756	5.27612440527424	4.77873424411784	1.13093086982645	1.51096191927738	0	0	0.0976107966264223	0	0.0976107966264223	0.22650852980868	0.0565835283663675	0	0.0565835283663675	0.454175893185802	0.176322772640463	0.0426443374084937	0	0.124328135002202	0.111031312388744	0	0	0.75702324650746	0.150559676575381	0.0840642647884745	0	0	0	0.070389327891398	0.070389327891398	0.176322772640463	0.286881147788162	0.286881147788162	0	0.0565835283663675	0	0.0840642647884745	0.16349873228288	0.0426443374084937	0.0976107966264223	0.0565835283663675	0.0565835283663675	0.0840642647884745	0.137503523749935	0.0426443374084937	0	0.0565835283663675	0	0.0285691521967709	0.0565835283663675	0.0840642647884745	0.137503523749935	0.0285691521967709	0	0.20163386116965	2.79493566280354	2.95419631038688	1.7311832415722	2.15055967657538	3.43829285157915	3.12267271882414	2.19219416528334	3.52857131887076	2.72465027173297	1.13750352374994	3.75488750216347	3.27202318906105	3.70265754339091	0.887525270741587	4.14241343787374	0.871843648509318	2.8011586560937	5.05137210172103	1.95233356636969	2.33913738491959	1.80322703643493	3.21878116778407	3.68257329734758	0.0565835283663675	0.137503523749935
"OSTCL"	3.46727948045998	2.26903314645524	0	0	3.39780296186249	2.51853513898218	2.30742852519225	2.13750352374994	0.0976107966264223	0	0	0	0	2.07382023329167	1.73984810269933	0	3.56315813040281	2.21723071622067	2.877744249949	2.6507645591169	0	0	0	0	3.83693401132109	3.44757919654888	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.124328135002202	0.0565835283663675	0	0	0.070389327891398	0.070389327891398	0	0.124328135002202	0	0	0.070389327891398	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0.0426443374084937	3.2585189247113	2.19849415363908	0	0.887525270741587	3.87970576628229	1.11769504266975	2.114367024952	0	1.11103131238874	3.69710657447697	2.10097764772482	3.37712374912949	3.07382023329167	1.63691458035588	2.48800077083407	3.4944156103975	3.07895134139482	1.71369581484336	3.22032995487956	1.81557542886257	2.03210084316702	2.78868571061353	1.70487196445635	0.070389327891398	0
"ASPDH"	3.57046293102604	3.39917109381982	0	3.18269229751619	0	2.18269229751619	0	0	0	0	0	0	0	3.54101915313356	1.44890095114513	3.6959938131099	0	3.78135971352466	3.58736499093646	0	2.13422093976063	0	3.0232553523003	4.74200621086674	3.84498815668261	2.98550043030489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50080205305716	3.32192809488736	3.03738222200308	1.19534759832222	2.48026512205446	2.65306001710456	0	1.56559717585423	2.64154602908752	3.33199177823206	0	0	2.93168305705981	3.06522762277562	3.62058641045188	2.49569516262407	0	3.5197934862411	3.03210084316702	3.11270013274936	3.66334461936608	2.95046841415012	1.20789285164133	0	0
"MYH7B"	2.9560566524124	3.5197934862411	0.070389327891398	0.37851162325373	1.20789285164133	2.88947354253111	1.58014548442338	2.37016428054021	0.0976107966264223	0.070389327891398	0.22650852980868	0.111031312388744	0.505890929729957	1.78659636189081	1.46988597627446	2.70487196445635	0.933572638261024	3.17791779219584	2.10433665981474	2.4931349223055	2.81352468929781	4.91025296279928	3.27649666564036	3.6724253419715	1.58014548442338	1.25701061820602	0.333423733725192	0.137503523749935	0.176322772640463	0.37851162325373	0.189033824390017	0.111031312388744	0.298658315564515	0.22650852980868	0.16349873228288	0.333423733725192	0.0840642647884745	0.0285691521967709	0.0840642647884745	0.0976107966264223	0.356143810225275	0.0426443374084937	0.0426443374084937	0.070389327891398	0.137503523749935	0.0976107966264223	0.250961573533219	0.0976107966264223	0.22650852980868	0.0426443374084937	0.565597175854225	0.176322772640463	0.0426443374084937	0.150559676575381	0.31034012061215	0.0976107966264223	0.0840642647884745	0.0285691521967709	0.344828496997441	0.176322772640463	0.150559676575381	0.150559676575381	0.176322772640463	0.0426443374084937	0.16349873228288	0.070389327891398	0.111031312388744	0.070389327891398	0.214124805352847	0.0426443374084937	0.286881147788162	0.0565835283663675	0.124328135002202	0.0426443374084937	0.137503523749935	0.16349873228288	2.82578562746479	0.475084882948783	0.704871964456353	0.678071905112638	0	2.09085343045111	2.5033487351675	1.65992455840238	1.89530262133331	2.3305584000308	2.17632277264046	2.55336050333533	2.45154083301783	1.74846123300404	1.11103131238874	2.15704371014558	2.81762325751143	1.42223300068305	2.20163386116965	3.90785207184596	0.815575428862573	2.03210084316702	0.641546029087524	0.150559676575381	0.16349873228288
"CLK3"	5.96970308801354	5.20280949212501	4.29351763041742	4.94345253855882	5.35402893805439	5.13216552547809	5.01256867350306	5.66163560233596	4.65992455840238	4.09508049190141	4.66391384211598	4.67694435910691	4.68425770505893	4.73335434061383	5.27984269352035	5.63720448190229	3.61941301059794	5.38646609286931	5.40837220357268	5.15258906928713	5.01524777369894	6.40377898395031	5.32804655627074	5.81966818349646	4.94626298433245	5.06565847093199	4.92789645372882	4.98367769469807	4.85049941375812	4.90689059560852	4.56864019541922	4.69655030107857	4.16671544496642	4.1906148602095	4.45022149589718	4.69877410890368	4.5465858290081	5.14159627838382	4.4262647547021	4.54596836910529	4.55887985347544	4.80271021929134	4.40803246613065	4.5216789516032	4.22419466397043	4.51601514700366	4.54163873443614	4.83844759254846	4.87725345387661	4.04788732939655	4.92599941855622	3.84498815668261	4.13010717865883	4.75114232472695	4.86591881455221	4.89869207256049	4.47443604325227	4.35191096110308	4.87725345387661	4.71369581484336	4.13257684267001	4.75435307169213	4.17312743348066	3.79181407116183	4.57893871309339	4.60880924267552	4.1906148602095	4.87872534148011	3.81864608282254	4.21101219348551	5.15177765473205	4.5552026338783	5.12845838414693	5.10517519226548	4.53791724903408	4.29425313644451	4.3110671022556	4.39369076418745	5.16188768237689	4.33985000288462	4.96023367169445	4.36387192485753	4.65764000520782	4.88752527074159	4.69041709553247	5.21451341008002	5.24640808724638	5.18824265626441	4.5795422249369	3.88655014732434	5.30669970727279	5.20828313841252	4.59275601044103	4.60169651648096	5.81352468929781	5.76844901518055	4.72137265947682	5.68116812041669	4.20398416585599	5.04176864995163	4.29865831556452
"PBXIP1"	5.88801258540283	6.27891401949994	5.83289001416474	5.46923479366766	5.83541884047548	5.6507645591169	6.27071580787426	4.65821148275179	5.59006301881225	6.3464250855856	5.9546616208379	5.74200621086674	5.83718638515903	6.06436554026363	6.51159454153741	6.75702324650746	5.31505896631662	5.91719303692495	6.33967188139037	6.07681559705083	6.19829769486015	8.19219416528334	7.46246137350469	7.59141014298214	5.9898202201176	5.27314285930808	6.33360262826828	5.61853233397629	6.30724635522662	5.97223312380739	6.05028401430171	4.75328361646088	5.77636722957392	5.58315800387441	5.59365255839793	5.98436149044871	5.58255600301406	6.47897180503294	5.98390566262789	5.78528898070402	5.6873406873783	4.80322703643493	5.01390884549064	5.23764019503539	6.7432187295325	5.61058195849253	5.73443866613717	6.29167722317602	6.37903173202854	5.65963918701565	6.29094040240368	4.59514556799086	5.30012372456901	5.63284983011771	6.02125762056052	5.95535930524299	6.02768487693716	5.84523912563878	6.09571348425126	5.31795521831244	5.15258906928713	5.36597242759338	6.15238625842844	5.72437742160622	6.18665901720211	6.3361048254481	5.66419836929191	5.88874324889826	5.25398926623079	6.49904859773388	5.43128865429159	5.53356334821451	5.88239850405388	5.90400231628369	6.07531869255335	5.79129314859221	5.57349571549561	6.24355484277846	5.56010351346474	3.81864608282254	6.57697555420653	5.74792441623844	5.63778411029132	5.92765946070309	5.27388882366849	5.80580834870147	6.55474232171032	5.96254902292306	5.99932357815082	5.83869970177424	5.69488019279919	5.92005505480697	5.35297033824593	4.7457751494858	5.76738996206572	5.72191944555154	5.02369891726641	7.01234519041983	6.1753249891849	6.46270675067016	4.72628628972067
"ATP5L2"	0	0	0.422233000683048	0.0976107966264223	0	0	0	0	0.641546029087524	0.150559676575381	0.356143810225275	0.22650852980868	0.722466024471091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298658315564515	0.176322772640463	0.575312330687437	0.31034012061215	0.659924558402378	0.367371065648529	0.124328135002202	0.111031312388744	0.356143810225275	0.0840642647884745	0.739848102699327	0.0976107966264223	0.594548549550354	0.678071905112638	0.250961573533219	0.22650852980868	0.20163386116965	0.214124805352847	0.238786859587116	0	0.27500704749987	0.298658315564515	0.137503523749935	0.344828496997441	0.0976107966264223	0.613531652917927	0.0976107966264223	0.432959407276106	0.111031312388744	0.411426245726465	0.286881147788162	0.298658315564515	0.0840642647884745	0	0.485426827170242	0.286881147788162	0.250961573533219	0.22650852980868	0.0840642647884745	0.0976107966264223	0.298658315564515	0	0.189033824390017	0	0.176322772640463	0.27500704749987	0.650764559116902	0.0976107966264223	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485426827170242
"CCDC12"	5.61235249875266	5.39848719001897	4.38266725274504	4.38474058729238	6.34180788924394	5.54874485993723	5.36352154354655	6.07681559705083	4.87085786436376	4.70099449416827	4.51159454153741	5.44790974874208	4.70376517879341	4.84649331596456	5.10055722078293	6.31124879044183	6.41244282477561	5.99729240763651	5.66817586897014	5.75782333620773	6.11207455130967	5.07980475463526	7.32669912454779	6.86925452711547	5.52669484554198	6.61911951145322	5.17152710603881	5.49984588708321	5.07424852334703	5.51349074558812	4.47767732756531	4.68537955195908	4.9518675043269	5.20828313841252	4.30669970727279	4.6876206320849	5.05311133645956	4.28909670241999	5.14730669878029	5.08958289312471	4.97773784924282	4.37851162325373	4.61235249875266	5.33413917883824	4.51222688651396	5.10685079645022	4.26528685756517	4.83086375675176	4.9546616208379	4.46727948045998	4.96254902292306	4.40053792958373	4.75968848842729	4.78868571061353	5.09085343045111	4.46597446450407	4.79649392942584	4.64385618977472	4.98139603197215	5.35966172233388	4.57228336665041	4.58135124716878	4.86690797814317	4.10265813136374	5.22110372536788	4.73660487531425	4.603477988254	4.39780296186249	4.07382023329167	4.54411440220947	5.02547181462118	4.39780296186249	5.01480160235136	5.19416586852982	4.69710657447698	4.34908214639109	5.48896481700485	6.32786697140204	5.58526303088387	5.83390207666916	5.6876206320849	5.04614178164472	5.25134038278862	5.84021143265747	5.42122329922514	4.61353165291793	5.72027846523333	6.13914201914569	5.81172789780389	5.94930146832828	4.54966917072649	5.35895882583233	5.55458885167764	5.68957872550933	5.40224465525408	5.68144926531496	6.30833903013941	6.36824452637684	4.56985560833095	5.36806987653208	4.83743871485637
