"BC_HKB0915_M1647_T"	"BC_HKB2107_1620_T"	"HKB0036_3006_T"	"HKB0211_3002_T"	"BC_HKB0892_1559_T"	"BC_HKB0922_1579_T"	"BC_HKB1366_1663_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0207_3001_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0228_3002_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0215_1134_T"	"BC_HKB0555_1321_T"	"BC_HKB0729_1445_T"	"BC_HKB0733_1459_T"	"BC_HKB0759_1488_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0834_1553_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0906_1627_T"	"BC_HKB0917_1656_T"	"BC_HKB1370_1673_T"	"BC_HKB2112_1636_T"	"BC_HKB2119_1690_T"	"BC_HKB2127_1726_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0210_3006_T"	"HKB0579_3000_T"	"HKB0698_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0689_M1326_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0208_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0665_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"OR10R2"	0	9.26568536296941	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR23B"	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54843662469604	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0
"OR2V2"	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0.070389327891398	0	0	0	0	0	0
"PPBPL2"	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	1.28688114778816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0.0426443374084937	0	1.78240856492737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925999418556223	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0
"C4orf11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464668267003444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0.111031312388744	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0
"OR2AT4"	1.16992500144231	0	0	0	0	0	1.97819562968165	0	1.39506279951758	0	0	0	0	0	0	0	0	0	0	1.86393845042397	1.54101915313356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50080205305716	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	1.20163386116965	0	0	2.03913839390696	0	0	0	1.95977015521147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KRTAP19.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KRTAP9.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.137503523749935	0	0	0	0	0	0
"OR2D3"	2.8073549220576	3.43429461795993	0	0	0	0	1.26903314645524	2.29572302453997	1.36176835941915	0	0	0	0	0	0	2.43562859405209	2.90689059560852	3.43028527297778	4.41278152533848	2.877744249949	5.08788710093312	2.87184364850932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30888505741176	0	2.26002565596146	2.28095631383106	1.22032995487956	0	2.40599235967584	2.23572705983806	0	0	2.13422093976063	1.09761079662642	2.39231742277876	0	1.75274859140713	0	0	0	0	0	0	0	1.27500704749987	1.16992500144231	2.25096157353322	0	0	2.4594316186373	3.12763327972587	1.29278174922785	1.48542682717024	2.99095486039699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94860084749336	3.14730669878029	2.21723071622067	1.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0
"C22orf42"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31034012061215	0	0	0	0	0.20163386116965	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	2.29865831556452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5D18"	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR13F1"	2.25096157353322	0	0.111031312388744	0	0	0	1.31034012061215	0	0	0	0	0	0	0	0	0	3.39094277280254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54596836910529	0	0	0	0	0	0	0	1.20789285164133	1.20163386116965	0	0	0	0	2.0071955014042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12101540096137	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0
"DEFB119"	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0
"MOGAT3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0
"DEFB115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR6N1"	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.0840642647884745	0	0	0	0	0	0	0.0565835283663675
"GPR101"	0	0.985500430304885	0.0285691521967709	0.0565835283663675	0	0	0	0.659924558402378	0	0	0	0	0	0	0	0	0	0	1.98550043030488	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10433665981474	0	0.863938450423971	0	0	1.68706068833989	1.04264433740849	0	0	0	1.84398384404833	1.58976348698498	0	2.6959938131099	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46988597627446	0	0	0	0	0	0.0426443374084937	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94110631094643	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0
"NKX6.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KRTAP13.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DAD1L"	0	0	0.176322772640463	0.464668267003444	0	0	0	0	0	0.443606651475615	0	0.124328135002202	0.20163386116965	0.0840642647884745	0	0	0	0	0	0	0	0	0.111031312388744	0.411426245726465	0.31034012061215	0.333423733725192	0.298658315564515	0.333423733725192	0	0.565597175854225	0.31034012061215	0.516015147003665	0	0.411426245726465	0	0.150559676575381	0	0.250961573533219	0.137503523749935	0.0840642647884745	0	0.505890929729957	0.238786859587116	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0.0976107966264223	0	0	0.411426245726465	0	0	0	0	0	0	0	0	0	0	0	0	0.27500704749987	0	0.526068811667588	0.669026765509631	0	0.124328135002202	0.782408564927373	0	0.298658315564515	0	0.137503523749935	0.124328135002202	0.16349873228288	0	0.263034405833794	0	0.150559676575381	0.298658315564515	0	0	0.137503523749935	0	0.137503523749935	0	0	0.124328135002202	0.27500704749987	0.22650852980868	0.250961573533219	0	0	0	0	0	0.20163386116965	0.111031312388744	0.475084882948783	0.0840642647884745	0.454175893185802	0.400537929583729	0.124328135002202	0.53605290024021	0	0	0	0.739848102699327
"GUCA2B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0.238786859587116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0
"KRT76"	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0	0.0143552929770701
"OR2T6"	0	0	0	0.111031312388744	0	1.33342373372519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0
"KRTAP19.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GLYCAM1"	1.85199883711245	1.68706068833989	0	0	0	2.799087306074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13093086982645	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	2.04264433740849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1243281350022	0	0	0	0	0	0	0.0840642647884745	0	0	0	0.189033824390017	0	0
"FLJ43859"	0	0	0.070389327891398	0.070389327891398	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0.575312330687437	0.0426443374084937	0	0	0	0	0.0143552929770701	0	0	0	0	0	0
"OR4K1"	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0
"GSTTP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485426827170242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLRN2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"H2BFM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98550043030488	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0
"OR4N5"	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0
"H1FOO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	1.57531233068744	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KCNK18"	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL17A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLCA1"	1	0	0	0	0	0	0	0	0.516015147003665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584962500721156	0	0	0	0	0	0	0	0	0	0	0	0.505890929729957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HTR5A"	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545968369105292	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0840642647884745	0	0	0
"OR52E4"	1.83995958748953	0	0	0	1.38404980679516	0	0	0	1.42223300068305	0	0	0	0	0.0565835283663675	0	0	0	2.99819550315325	4.85947266685194	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6876206320849	7.3169602873649	0	1.34482849699744	3.16510798514454	0	0	0	6.43779367792528	5.46564802598228	0	0	0	8.35742004476853	0	0.0565835283663675	0	0	0	0	5.21955576916691	0	0	0	5.36422222109353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8507494258965	6.14812063112396	0	0	0	0	0	0	0	0	0	0	0	0
"A1CF"	2.45680614923047	1.23878685958712	0	0	0.739848102699327	0	0	0	0	0	0	0	0	0	0	1.54101915313356	0.641546029087524	0	1.03562390973072	1.0496307677246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6959938131099	0	0	0	0	0	0	0	0.55581615506164	0	1.71369581484336	0.594548549550354	0	0	0	0	0	0	0	0	0	0	0	0	0.687060688339892	0	0	0	0.6959938131099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88459792099006	0	0	0	0	0	0	0	0	0	0	0.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0
"FLJ43950"	0	0	0.0285691521967709	0.111031312388744	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0285691521967709	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95977015521147	0.0143552929770701	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0.0426443374084937	0	0
