"BC_HKB0915_M1647_T"	"BC_HKB2107_1620_T"	"HKB0036_3006_T"	"HKB0211_3002_T"	"BC_HKB0892_1559_T"	"BC_HKB0922_1579_T"	"BC_HKB1366_1663_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0207_3001_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0228_3002_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0215_1134_T"	"BC_HKB0555_1321_T"	"BC_HKB0729_1445_T"	"BC_HKB0733_1459_T"	"BC_HKB0759_1488_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0834_1553_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0906_1627_T"	"BC_HKB0917_1656_T"	"BC_HKB1370_1673_T"	"BC_HKB2112_1636_T"	"BC_HKB2119_1690_T"	"BC_HKB2127_1726_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0210_3006_T"	"HKB0579_3000_T"	"HKB0698_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0689_M1326_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0208_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0665_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"C6orf10"	2.72027846523333	2.48542682717024	0.070389327891398	0.189033824390017	0	0	3.27351588970212	3.34198574722862	4.32984117653063	0	0.16349873228288	0.0840642647884745	0	0	0	3.73876783680019	4.21101219348551	3.33628338786443	3.20476675065461	3.09423606984577	4.43362716708478	0.992768430768924	0	0	0.321928094887362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1101961777542	0.765534746362977	3.39506279951758	2.42492208821069	2.46988597627446	1.25701061820602	2.63691458035588	0.903038270112912	1.41142624572647	0	0	2.63226821549951	3.96162332828694	1.03562390973072	2.34198574722862	2.32192809488736	1.91456452349394	0	0	0	0	0	0	0	3.05831649559082	3.18269229751619	1.75702324650746	4.53356334821451	2.91647664443772	1.24488705912353	2.36737106564853	4.77135740899056	4.24640808724638	2.09761079662642	0	0.070389327891398	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28688114778816	3.05484847699562	3.31903981556254	1.4594316186373	0	0.070389327891398	0	0	0	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0
"C3orf43"	0.678071905112638	0	0.0285691521967709	0.0976107966264223	0	0	0	0	0	0	0	0.070389327891398	0.150559676575381	0	0	0.641546029087524	0	0.855989697308481	2.03210084316702	1.81966818349646	0	1.03562390973072	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0.0840642647884745	0	0	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0	0.070389327891398	0	0	0	0	1.85199883711245	0.748461233004036	0	0	0	0	0	0	1.09761079662642	0	0	0	0	1.76977173924945	0	0	0.070389327891398	0	0	0	0.713695814843359	0	0	0	0	0	0	0	0	0	1.29865831556452	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941106310946431	0	0.0565835283663675	0	0	0	0	0	0	0.0565835283663675	0	0	0	0.0285691521967709
"C9orf79"	0	0	0.0143552929770701	0.0426443374084937	0	0	0.632268215499513	0	0.910732661902913	0.0285691521967709	0	0.0143552929770701	0	0	0	0.286881147788162	0.604071323668861	0.713695814843359	2.6667565918848	0.575312330687437	0.782408564927373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03562390973072	0.748461233004036	0	0	0	0	0.55581615506164	0	0.773996325111173	0.55581615506164	0	0	0	0	0	0	0	1.0071955014042	0	0	0.669026765509631	0	0	0	0.632268215499513	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0.0426443374084937
"ATF4"	6.74443022998792	6.31505896631662	8.0232553523003	8.19165147414418	8.38188898345605	6.56864019541922	5.68481873755322	4.68818035858693	4.86888427302877	7.37138461355796	7.37399614213124	7.5996897277643	7.0837452373945	6.59215800212536	7.00820449669482	6.91922088592516	6.51064550409004	5.76606505147495	7.79441586635011	6.0759604132434	6.21819994369474	5.44857062600553	8.47122811285302	7.85330955540367	7.87713072876566	7.2807707701306	7.83295328887543	7.72812459507825	8.18705508996806	7.52458089155867	7.16671544496642	7.82927876061236	7.27463440251759	7.89645350649046	6.89820835250872	7.58683978796183	6.58436125251871	8.72502535641937	8.05338290258571	7.9673415545318	7.69034724996876	7.75141016006437	8.56025639801327	6.83832152141272	5.99390075563742	6.24088671380497	6.10307794659757	6.05809998849341	7.20886837067295	5.91957844593547	5.23534412817267	6.27500704749987	6.06220807756025	7.54596836910529	6.54039930563062	7.33172312827488	6.71080643369935	6.22361561718727	5.1333991254172	5.33378150063115	5.85798099512757	7.66831771991572	6.60139939053183	9.27826359181454	7.9386386584728	7.51790555352995	6.467605550083	6.3931759143488	7.41091768745521	6.99717948093762	6.88642821054188	6.57198012018773	6.35807972334892	6.16027483140859	6.65721124844379	6.31885910596865	7.67263748740837	5.26716121802226	7.91564040334394	7.84297883178833	7.67171796512923	7.06285565520599	7.02247878530195	7.51947900230724	7.8325735989774	7.96809075204526	7.5355086777087	7.66576226650835	7.85990744740786	7.09645162447759	7.80838505065609	6.94988505922693	7.09138249094364	8.04532282854459	7.9159988517389	7.64803395056383	7.77214959078454	8.42563553536776	7.83573463232109	8.10349763970334	7.18893495209851	7.80102928380819	7.7832601955813	7.55213110825378	7.28410691122874	7.82247523230804	7.91904207268266	5.992088609014	6.3127014727958	5.8499992594661	6.82819996772763	6.2293956531274	8.21295836272829	8.43504513127809	7.63190458725792	8.19554445921369	8.57330635313156	8.00798033649535	7.56559717585422	7.99095486039699	8.7633783751042	8.48200119308708	7.335836940378	7.82546765011214
"OR6C70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18745105402733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12680770314203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR6C4"	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	1.91073266190291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05658352836637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR6B1"	0	1.46466826700344	0	0	0	0	2.01435529297707	1.63691458035588	1.42223300068305	0.070389327891398	0	0	0	0	0	0	1.25701061820602	2.16992500144231	1.18903382439002	1.23878685958712	2.790772037862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64270157183323	1.37295209791183	1.59931779369823	0	0	0	1.34482849699744	2.31903981556254	0	0	0	0	0	1.14404636961671	0	0	1.85199883711245	0	0	0	0	0	1.33342373372519	0	2.32768736417605	2.83794324189103	0	3.17791779219584	2.85598969730848	0	0	2.80322703643493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59931779369823	2.29865831556452	0	0	0	0	0	0	0	0	0	0	0	0	0
"KIF2B"	0	0	0	0	0	0	0	0.790772037862	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594548549550354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0496307677246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB17"	1.70487196445635	2.02502879449152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0496307677246	0	0	0	0	0	0	0	0	0	0	0	3.21412480535285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OPRM1"	0	0	0.0285691521967709	0.111031312388744	1.89917563048051	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0.823749360308273	0	0.782408564927373	0	1.04264433740849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604071323668861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807354922057604	1.43295940727611	0.790772037862	0.910732661902913	1.08406426478847	0	0	0	0	0	0	0	0.0976107966264223	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0	0	0	0	0.0426443374084937	0	0	0
"OR8G2"	0	0	0.0565835283663675	0.111031312388744	0	0	0	0	0	0	0.613531652917927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575312330687437	0.189033824390017	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0	0	0	0	0.584962500721156	0	0	0	0	0
"OR8D1"	0	0	0.0565835283663675	0.111031312388744	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	3.01077983875324	0	0	0	1.58496250072116	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28688114778816	0	0	0	6.67722632823532	0	2.50589092972996	0	0	2.29865831556452	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23878685958712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63560930201924	0	4.73606362787181	0	5.5795422249369	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0
"OR4F4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR2A12"	0	3.53729606709084	0	0.111031312388744	0	0	2.82984955984469	1.64154602908752	0	0	0	0	0	0	0	1.13093086982645	3.43429461795993	4.77610398807316	3.64846544302731	1.24488705912353	1.57531233068744	3.33771109212829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19613488076516	0	1.60407132366886	0	0	0	3.12928301694497	0	0	1.84799690655495	0	1.790772037862	3.88068552526112	2.55090066464752	1.83187724119167	1.57531233068744	3.52230689287139	0	0	0	0	0	3.34624777408278	0	1.88362081628567	0	0	3.95977015521147	0	0	0	0	0	2.87970576628229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39506279951758	0	2.60644222813161	3.67919857056692	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0
"PRDM9"	0	0	0.0565835283663675	0.0976107966264223	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.070389327891398	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0
"C3orf65"	1.74846123300404	1.30451104180995	0.0285691521967709	0.111031312388744	0	1.98913900736823	3.64731450954714	0.659924558402378	1.93357263826102	0.070389327891398	0.070389327891398	0	0	0	0	3.1811025507538	2.9297909977186	1.31614574229336	1.91838623444635	1.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12184429787638	3.06695024392463	1.44890095114513	1.76128527336162	0	1.22650852980868	2.78240856492737	1.81147103052984	0	1.6959938131099	0	0.604071323668861	1.56559717585423	1.32768736417605	1.65535182861255	1.79493566280354	0.790772037862	0	0	0	0	0	0	2.48800077083407	2.96901230751632	2.11769504266975	0.807354922057604	1.90689059560852	4.16832111573972	2.09085343045111	4.08321336824898	3.6507645591169	1.75702324650746	1.58496250072116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62293035092018	1.97452931248388	3.46858331700683	0	1.25096157353322	0	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0
"KDM5D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf48"	0	0	0.0285691521967709	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0
"FAM75A6"	0	0	0.0285691521967709	0.111031312388744	0	0	0	0	0	0	0	0.0143552929770701	0.070389327891398	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37851162325373	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC283332"	0.53605290024021	1.15055967657538	0.0426443374084937	0.0840642647884745	0	1.04264433740849	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.956056652412403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0.641546029087524	1.28095631383106	0	0	1.07724299893246	0.622930350920177	0	0	0	0	0	0	1.16992500144231	0	0	0	0	0	0	0	0	0.622930350920177	0.565597175854225	0	0	0	0	0	0	2.14404636961671	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765534746362977	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0
"C1orf14"	0	0	0.0143552929770701	0	0.669026765509631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.111031312388744	0.0285691521967709	0	0	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0	0.0285691521967709	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56071495447448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0840642647884745	0.0426443374084937	0	0	0	0.0976107966264223	0	0	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.070389327891398	0	0	0.565597175854225	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0.0285691521967709	0	0	0.137503523749935	0.137503523749935	0.0426443374084937	0.263034405833794	0.0426443374084937	0.0285691521967709	0	0	0.0285691521967709
"SAA3P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf92"	3.11769504266975	0	0	0	0	0	3.32912359629157	0	5.36632221424582	0	0	0	0	0	0	1.25701061820602	0	2.85798099512757	1.32192809488736	0	0	4.66220549965362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71808758396052	1.53106949272595	4.34482849699744	4.36106648879432	3.85897561429202	3.36176835941915	3.58616424593091	1.75702324650746	3.61706334388818	3.10936055940423	1.65535182861255	4.21023299009585	0	3.04264433740849	4.57349571549561	0	5.52638186256192	0	0	0	0	0	3.32768736417605	3.16349873228288	0	0	0	0	1.799087306074	0	0	2.18903382439002	0	2.73552217729654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60880924267552	5.83693401132109	0	2.114367024952	0	0	0	0	0	0	0	0	0	0	0	0
"C3orf66"	0	0	0.0143552929770701	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.594548549550354	0.584962500721156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22032995487956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0
"C17orf73"	1.11103131238874	0	0.0976107966264223	0.0976107966264223	0	0	2.34766565630097	0	2.0071955014042	0.070389327891398	0	0	0	0.176322772640463	0	1.0496307677246	1.81147103052984	1.36176835941915	1.11103131238874	1.15704371014558	2.18269229751619	0	0	0	0	0	0	0.070389327891398	0	0.0565835283663675	0	0	0.070389327891398	0	0.0565835283663675	0.0840642647884745	0.0565835283663675	0	0	0	0	0	0	0	1.44360665147561	0	1.50080205305716	0	0	0	0	0	0	1.73552217729654	1.40053792958373	0	0	0	0	0	2.17632277264046	0	0	0	0	0	1.24488705912353	1.14404636961671	2.21412480535285	1.91838623444635	2.81147103052984	0	0	1.26303440583379	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0.070389327891398	0	0.0840642647884745	0	0.070389327891398	0	0	0	0.214124805352847	0	0	0	0	0	0	0	0	2.82171021503467	0	0	0.0565835283663675	0.0565835283663675	0	0	0	0	0	0	0.137503523749935	0	0.0565835283663675	0
"OR8G5"	0	0	0	0	0	0	0	0	0	0	1.04264433740849	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0.545968369105292	0.27500704749987	0.0840642647884745	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400537929583729	0	0	0	0	0.678071905112638	0	0	0	0	0
"LOC285375"	0	0	0	0	0	0	0	0	0	0	0	0	0.475084882948783	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.070389327891398	0	0	0	0	0	0	0	0	0	0
"C8A"	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.356143810225275	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709
"FAM75A5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0.124328135002202	0	0	0	0	0.111031312388744	0.526068811667588	0	0	0	0	0	0	0	0.454175893185802	0	1.10433665981474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.20163386116965	0	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0	0.250961573533219	0	0.0565835283663675	0	0	0	0	0	0.20163386116965	0	0	0	0	0.0143552929770701	0	0	0	0	0	0.0285691521967709
"LOC339788"	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0565835283663675	0	0	0.0565835283663675	0	0.0285691521967709	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0.070389327891398	0	0	0.0285691521967709	0	0	0	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0.298658315564515	0.0285691521967709	0	0	0	0	0.0565835283663675	0
"FAM9A"	0	0	0	0.0565835283663675	1.53605290024021	0.887525270741587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0.27500704749987	0	0	0	0	0	0	0.20163386116965	0	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81147103052984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321928094887362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
