"BC_HKB0056_809_T"	"BC_HKB0187_1214_T"	"BC_HKB0775_1470_T"	"BC_HKB0899_M1605_T"	"BC_HKB2109_1628_T"	"HKB0004_3006_T"	"HKB0036_3006_T"	"HKB0089_3001_T"	"HKB0134_3006_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0698_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB1385_1721_T"	"HKB0008_3006_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB1365_M1665_T"	"BC_HKB1370_1673_T"	"BC_HKB2114_1660_T"	"BC_HKB2116_1671_T"	"BC_HKB2119_1690_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0904_1595_T"	"HKB0005_3001_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0157_3006_T"	"HKB0210_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0677_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0733_1459_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0786_1508_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0882_1555_T"	"BC_HKB0902_1617_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0719_3002_T"	"BC_HKB0759_1488_T"	"BC_HKB0833_1552_T"	"BC_HKB0905_1623_T"	"BC_HKB1369_1679_T"	"BC_HKB2112_1636_T"	"BC_HKB2127_1726_T"	"HKB0035_3006_T"	"HKB0121_3006_T"	"HKB0159_3006_T"	"HKB0209_3004_T"	"HKB0228_3002_T"	"HKB0558_3000_T"	"HKB0599_3000_T"	"HKB0668_3000_T"	"HKB0097_3000_T"	"HKB0196_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"HKB0044_3006_T"
"C11orf36"	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.070389327891398	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709
"LOC399815"	2.42223300068305	2.20789285164133	0.978195629681652	2.82374936030827	0	1.0703893278914	0.941106310946431	0.238786859587116	0.594548549550354	0.871843648509318	1.09085343045111	0.669026765509631	3.02856915219677	2.11769504266975	0.443606651475615	0.815575428862573	0.400537929583729	0.344828496997441	0.37851162325373	0.575312330687437	0.622930350920177	1.36737106564853	0.464668267003444	0.604071323668861	0.432959407276106	1.61353165291793	0.137503523749935	1.01435529297707	0.55581615506164	0.27500704749987	0.7311832415722	0.545968369105292	0.650764559116902	0.970853654340484	0.454175893185802	0.84799690655495	1.02147972741045	0.389566811762726	0.713695814843359	1.21412480535285	1.29278174922785	1.32768736417605	2.68481873755322	0	0.941106310946431	2.95977015521147	0	1.63691458035588	0.55581615506164	1.60880924267552	1.83592407425437	1.07724299893246	0.475084882948783	1.02856915219677	0.37851162325373	0.464668267003444	0.422233000683048	0.411426245726465	0.526068811667588	0.214124805352847	0	0	0.956056652412403	1.41142624572647	1.20789285164133	1.4594316186373	1.07724299893246	1.13093086982645	0.37851162325373	0.485426827170242	1.42223300068305	1.36176835941915	0.918386234446348	0	0	0	0	0.871843648509318	1.51096191927738	0	0	0.879705766282288	2.3305584000308	0.895302621333307	1.02147972741045	0	3.54720302475693	0.807354922057604	0.887525270741587	0.978195629681652	1.03562390973072	2.64385618977472	1.96716860753263	1.64616265715789	1.58014548442338	0.526068811667588	0.411426245726465	0.650764559116902	0.070389327891398	0.150559676575381	0.124328135002202	0.22650852980868	2.68706068833989	0	2.1407786557828	1.25701061820602	1.96347412397489	1.31034012061215	0.0565835283663675	0.526068811667588	1.83592407425437	0.565597175854225	1.15055967657538	0.7311832415722	0.505890929729957	0.189033824390017	0.526068811667588	0.0565835283663675	0.903038270112912	1.0071955014042	4.07296327155522	0.55581615506164
"CPSF4L"	0	0	0	0	0	0.0976107966264223	0	0	0	0.454175893185802	0.356143810225275	0	0	0	0.137503523749935	0.516015147003665	0	0.356143810225275	0.0976107966264223	0.111031312388744	0.20163386116965	0.27500704749987	0.464668267003444	0	0	0	0.263034405833794	0.31034012061215	0.238786859587116	0.137503523749935	0	0.505890929729957	0.286881147788162	0	0.650764559116902	0.37851162325373	0	0.831877241191673	0.150559676575381	0	0.333423733725192	0.150559676575381	0	3.43429461795993	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0.20163386116965	0.124328135002202	0	0	0.475084882948783	0.422233000683048	0	0.0976107966264223	0.333423733725192	0	0.124328135002202	0.22650852980868	0.782408564927373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613531652917927	0.286881147788162	0.55581615506164	0.356143810225275	0	0	0.422233000683048	0	0	0	0	0	1.64154602908752	0.189033824390017	0	0	0	0	0.176322772640463	0	0.31034012061215	0.20163386116965	0.111031312388744	0	0	0	0.20163386116965
"PIP4K2A"	3.39231742277876	3.73984810269933	4.01256867350306	6.07852444538908	4.39848719001897	3.17791779219584	4.65248649491816	3.81044310384517	3.56193705962243	3.59454854955035	2.9560566524124	3.71369581484336	5.56407325573694	4.9759052735237	3.84699468696557	5.17352723812251	4.18824265626441	4.71314590249026	4.43295940727611	4.01346225980656	3.94673086014031	3.88752527074159	3.55336050333533	4.78868571061353	4.31179371775365	4.96393645214449	4.73768676140986	4.64212391615349	4.71149490665009	4.0232553523003	4.61294219630467	4.49761236561836	4.36946648365072	3.75060650483559	4.05311133645956	4.96069703930431	3.69041709553247	4.83086375675176	4.77399632511117	5.22149045504206	4.53169336086147	3.89530262133331	3.62993940943954	2.79701297783614	4.1554254317472	3.74631276642546	5.35684807923652	3.02147972741045	3.14404636961671	3.41006969175638	3.15704371014558	3.17152710603881	4.19613488076516	4.57470704641555	4.16510798514454	4.16510798514454	3.83289001416474	3.34056226902641	4.02768487693716	4.08576455377831	3.674686619928	3.39094277280254	3.50462039240355	4.26753579806874	3.30888505741176	4.29572302453997	3.52105073690096	4.96578428466209	3.32912359629157	3.50842865253186	2.72683121703249	4.61882595258744	4.46988597627446	3.95046841415012	2.96901230751632	4.21955576916691	3.74200621086674	4.52230689287139	3.31469652565629	2.68929916053589	3.39231742277876	2.81352468929781	3.90207357931074	3.26753579806873	3.36457243229586	3.4867143730307	4.45220004940622	3.93262815702213	4.09085343045111	3.79389588254888	3.82068956055921	2.85798099512757	2.42492208821069	3.4262647547021	3.09254574154357	4.15137177625395	4.38335869538511	4.42290574261218	3.85299758761332	3.78972925137577	4.24336442569366	3.77505054148317	3.74953426766926	2.799087306074	3.13914201914569	2.43562859405209	3.35755200461808	3.68032435684402	4.20084957463721	2.99457972421575	3.81762325751143	4.05831649559082	4.29645740737124	3.46466826700344	4.41751500288509	3.92884403671257	3.87578006306849	3.74308405554959	3.47767732756531	3.03562390973072	4.57046293102604	3.67129337248158
"GAST"	0	0	0	0	0	2.28095631383106	0	0	1.25701061820602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214124805352847	0	0	0	0	0	0	0	0.20163386116965	0	0	0.389566811762726	0	0	0	0.941106310946431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6667565918848	0	0	0.495695162624069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C19orf12"	1.70487196445635	2.96532254836725	1.72246602447109	1.50589092972996	2.10097764772482	3.38128337250378	2.74200621086674	2.92599941855622	3.39917109381982	2.93168305705981	2.5033487351675	3.39643353125099	1.41142624572647	0.75702324650746	2.86393845042397	3.50842865253186	3.16832111573972	3.32481060342048	2.58014548442338	3.09085343045111	3.12928301694497	3.37989816352469	3.41006969175638	4.7076352195453	3.09254574154357	3.6507645591169	3.69376571221778	3.0703893278914	2.85399564717639	3.05658352836637	2.98550043030489	3.63226821549951	3.24792751344359	3.52857131887076	3.37573453858316	3.57046293102604	3.01613970265525	4.23572705983806	3.09929520433778	3.96439863220318	3.68481873755322	3.26153081524341	1.01435529297707	1.94110631094643	2.23572705983806	2.48026512205446	1.80322703643493	0.632268215499513	1.90689059560852	0.970853654340484	2.82781902461732	0.910732661902913	3.51475349843975	2.82171021503467	2.98002530023873	3.16671544496642	3.41006969175638	3.23878685958712	3.19849415363908	2.86393845042397	2.53356334821451	0.400537929583729	3.01792190799726	3.06350294230616	3.52481592835751	4.79285535236249	3.48800077083407	3.56193705962243	3.1906148602095	3.50207595604579	3.37573453858316	2.88362081628567	2.40599235967584	2.72027846523333	1.4594316186373	1.46988597627446	2.05311133645956	2.33913738491959	2.16349873228288	1.98913900736823	1.4594316186373	2.1243281350022	1.38404980679516	1.88362081628567	1.40599235967584	1.26903314645524	1.50589092972996	0	1.25096157353322	1.48026512205446	2.97452931248388	2.07724299893246	0	1.29865831556452	2.3305584000308	3.37573453858316	3.33342373372519	3.6724253419715	3.79181407116183	4.98413359454098	3.00539998774259	3.20789285164133	2.21412480535285	0	1.05658352836637	0.722466024471091	0.748461233004036	0.545968369105292	3.17312743348066	2.29865831556452	3.05658352836637	3.62643913669732	2.96532254836725	3.43028527297778	2.81352468929781	2.99276843076892	2.93922657772821	1.7311832415722	2.27202318906105	1.48026512205446	1.29865831556452	3.01970191444255
"CCDC123"	2.90881290773955	3.41413553298445	3.52857131887076	3.39780296186249	3.02502879449152	4.41210404467757	4.1811025507538	3.21723071622067	4.42894634476948	4.60229058486114	3.52105073690096	3.86789646399265	3.51349074558812	2.71808758396052	4.53106949272595	3.87184364850932	3.99729240763651	3.790772037862	4.16591193893569	3.46858331700683	3.82374936030827	4.19613488076516	3.56803210477128	3.80426011563474	3.44095219802964	4.24868662687383	3.95046841415012	3.22187708107703	4.09845324630927	4.01435529297707	3.84799690655495	3.58255600301406	4.22265002245148	3.80012335282653	3.47378691161437	4.40258575823259	3.69710657447697	4.22881869049588	3.80529245560071	3.93828579188405	4.03738222200308	3.7279204545632	2.51601514700366	3.10265813136374	3.49697358099828	3.33913738491959	5.54318652456517	1.77399632511117	3.1407786557828	3.48284828306847	4.2637856138908	2.73552217729654	4.36317107711924	4.02856915219677	3.95046841415012	4.81147103052984	4.68032435684402	4.90544717873885	3.76447355099267	4.25171909260596	3.4931349223055	2.97819562968165	4.27351588970212	4.06350294230616	4.4093909361377	6.09043004232162	3.92694824794977	4.57288966842058	4.5837597536395	4.54101915313356	4.43962313755712	3.20163386116965	3.09761079662642	3.75488750216347	3.12267271882414	3.89530262133331	3.4276061727819	4.38612115681485	3.11103131238874	3.4541758931858	3.85199883711245	2.27798474729977	2.03562390973072	3.41683974191283	3.33913738491959	2.82578562746479	3.68594014844598	3.91169158187234	3.1554254317472	2.39506279951758	3.5933537709803	2.82781902461732	2.27202318906105	2.92219784839637	2.82171021503467	3.94392132655349	3.75274859140713	4.27500704749987	4.26228280642066	3.63923216324928	4.32409051603798	3.69488019279919	3.89530262133331	3.71149490665009	3.45549162062847	2.28688114778816	3.10097764772482	2.94673086014031	4.37503943134692	3.37712374912949	4.39369076418745	4.66448284036468	3.55949181320504	3.93073733756289	4.27798474729977	4.76447355099267	3.90689059560852	3.48413813120167	4.65133876610593	2.92029330021101	2.81352468929781	4.14893410452634
"AHSG"	0	0	0	0	0	0.0426443374084937	0.16349873228288	0.0565835283663675	0.0840642647884745	0.31034012061215	0	0.0426443374084937	0	0	0	0	0	0	0	0.124328135002202	0	0.0426443374084937	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0.0976107966264223	0	0.0426443374084937	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0.0426443374084937	0	0	0	0	0
"RGS9BP"	0.545968369105292	0	0.55581615506164	0	0.356143810225275	0.650764559116902	0.963474123974886	0.443606651475615	0.815575428862573	1.08406426478847	1.11103131238874	0.565597175854225	0	0	0.367371065648529	0.443606651475615	0.333423733725192	0.27500704749987	0.20163386116965	0.344828496997441	0.333423733725192	0.344828496997441	0.594548549550354	0.124328135002202	0.422233000683048	0.321928094887362	0.584962500721156	0.238786859587116	0.111031312388744	0.22650852980868	0.0285691521967709	0.545968369105292	0.22650852980868	1.29278174922785	0.137503523749935	0.422233000683048	0.464668267003444	0.678071905112638	1.06350294230616	0.464668267003444	0.111031312388744	0.594548549550354	0	0	0	0	3.34198574722862	0	0.411426245726465	0	0	0	1.54101915313356	0.53605290024021	0.400537929583729	2.02502879449152	0.070389327891398	1.16992500144231	0.124328135002202	0.604071323668861	0.565597175854225	0	0.678071905112638	0.55581615506164	1.18903382439002	2.94110631094643	0.887525270741587	0.27500704749987	1.28688114778816	0.6959938131099	1.25096157353322	0	0	0	0.773996325111173	0.545968369105292	1.10433665981474	0.495695162624069	0	0	0	0	0	0	0	0	0	0	0	0	1.02856915219677	0.722466024471091	0	0	0	0.250961573533219	0.678071905112638	0.321928094887362	0.443606651475615	0.20163386116965	0.575312330687437	0.941106310946431	0	0	0.505890929729957	0	0	0	0.422233000683048	0.070389327891398	0.20163386116965	1.23266075679027	0.176322772640463	0.53605290024021	1.01435529297707	0.903038270112912	1.16992500144231	0.31034012061215	0.887525270741587	0	0.815575428862573	0.575312330687437
"LRRC7"	0	0.948600847493356	0.454175893185802	0	0	0.0426443374084937	0.432959407276106	0	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0.0565835283663675	0	0.070389327891398	0.0285691521967709	0.0285691521967709	0	0.0426443374084937	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0.0426443374084937	0.0143552929770701	0.111031312388744	0.0143552929770701	0	0.0840642647884745	0.0143552929770701	0.070389327891398	0.464668267003444	0	0.0143552929770701	0.0285691521967709	0.0426443374084937	0.070389327891398	0.0285691521967709	0	0	0.485426827170242	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0565835283663675	0.0143552929770701	0.0285691521967709	0	0.0565835283663675	0	0	0.070389327891398	0.505890929729957	0.0285691521967709	0.0143552929770701	0.0426443374084937	4.03298241669943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422233000683048	0	0.333423733725192	0	0	0	0	0	0	0	0.070389327891398	0.0426443374084937	0.111031312388744	0.0285691521967709	0	0.0840642647884745	0.150559676575381	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0.070389327891398	0	0	0.0143552929770701	0	0.0565835283663675	0.0565835283663675	0	0.356143810225275	0	0
"LOC285768"	4.87332106291482	0	0	0	0	0.137503523749935	0	0	0.0976107966264223	0.22650852980868	0	0.124328135002202	0	0	0	0	0.0143552929770701	0	0.0285691521967709	0.0285691521967709	0	0.176322772640463	0.0285691521967709	0	0.0426443374084937	0	0	0.0285691521967709	0.250961573533219	0	0	0.0285691521967709	0	0.669026765509631	0.31034012061215	0.070389327891398	0.0285691521967709	0	0	0.0840642647884745	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0840642647884745	0	0.0285691521967709	0	0	0	0.713695814843359	0	0	0	0.0426443374084937	0	0.111031312388744	0.0565835283663675	0.0285691521967709	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0.0840642647884745	0.111031312388744	0	0.176322772640463	0.137503523749935	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0143552929770701	0.0840642647884745	0	0	0.0285691521967709	0	0	0	0
"MDN1"	4.28835856219366	2.37573453858316	2.95046841415012	3.83592407425437	3.3533232911629	3.69265037003553	3.65535182861255	2.98550043030489	4.20554891117303	4.84799690655495	3.46597446450407	3.30742852519225	3.4867143730307	2.31614574229336	3.83390207666916	4.4988890869768	3.64385618977472	3.71149490665009	3.85099939471647	3.73768676140986	3.85099939471647	4.22804904788446	3.8499992594661	3.83895176695194	3.75808993420181	4.18428029441938	3.6564963705535	3.35755200461808	3.64731450954714	3.31034012061215	3.65764000520782	4.14649230697719	4.16188768237689	4.63865311646611	3.76765479823735	4.66277517193778	3.04614178164472	4.35825558670513	4.60880924267552	4.47248777146274	4.23112515787905	3.91169158187234	2.76765479823735	2.79493566280354	3.44095219802964	3.30888505741176	3.10601323762212	1.59931779369823	2.70487196445635	2.51096191927738	3.51727569320958	2.52105073690096	4.12928301694497	3.66902676550963	3.605257262939	3.49697358099828	3.05658352836637	3.5837597536395	3.66334461936608	3.88752527074159	3.59931779369823	2.28688114778816	4.90785207184596	5.4369613378336	4.4032677223393	3.52356195605701	4.59395128394841	4.76022094646651	3.99638874644762	4.96993327469786	4.70376517879341	3.11603199344711	3.38266725274504	3.05658352836637	2.47767732756531	3.50842865253186	3.10601323762212	3.53106949272595	2.38681094647222	2.22342254993494	3.11603199344711	2.41683974191283	2.94110631094643	2.11103131238874	2.66902676550963	1.91456452349394	3.13750352374994	3.09761079662642	2.93922657772821	2.31614574229336	2.95419631038688	2.8972404255748	3.14893410452634	2.48800077083407	2.60407132366886	4.05398016818765	3.87676249078156	3.97177344719337	4.10013667128545	3.58856473740135	4.14730669878029	3.9126498648972	3.42492208821069	3.34482849699744	2.28095631383106	2.15055967657538	2.37016428054021	3.8073549220576	3.88362081628567	2.76977173924945	2.92029330021101	3.62175885670973	3.52356195605701	3.06350294230616	3.28835856219366	4.07296327155522	3.01256867350306	3.31759350462347	3.33485426933163	2.88752527074159	2.92029330021101	3.83895176695194
"MAGEE2"	4.24260250592898	0	1.16349873228288	0	1.31614574229336	0	0	0.0565835283663675	0.16349873228288	0.0426443374084937	0	0.0840642647884745	0.53605290024021	0.773996325111173	0.0976107966264223	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0.111031312388744	0.0285691521967709	0	0.0565835283663675	0.0426443374084937	0	0	0.0285691521967709	0.070389327891398	0	0	0	0	0	3.82578562746479	1.6959938131099	1.98550043030488	2.42492208821069	0	1.6959938131099	0.903038270112912	0	2.10097764772482	0.773996325111173	0.176322772640463	0	0	0.0285691521967709	0	0.0285691521967709	0	0.0285691521967709	0.704871964456353	0	0.214124805352847	0.604071323668861	0	0	0	0	0	0	0	0	1.44890095114513	0	0	0.678071905112638	0	0.622930350920177	1.75274859140713	1.70929063572336	0	0	0	0	3.52606881166759	2.4594316186373	0.713695814843359	1.55581615506164	2.09423606984577	0	0.748461233004036	2.78868571061353	2.70487196445635	2.15380533607904	2.26603689399532	0.20163386116965	0	0.111031312388744	0	0.0976107966264223	0.150559676575381	0.0285691521967709	0.659924558402378	1.99276843076892	1.40599235967584	1.47508488294878	0.545968369105292	4.42021289061078	0	0	0	0	0.124328135002202	0.0143552929770701	0	0.124328135002202	0.0285691521967709	0	0	1.74846123300404	0.992768430768924	0
"ARL14"	0	0	0	0.918386234446348	0	0.124328135002202	0.250961573533219	0.0565835283663675	0	0.150559676575381	0	0	0.863938450423971	0	0.0565835283663675	0.454175893185802	0	0.111031312388744	0.0426443374084937	0.367371065648529	0	0.0426443374084937	0.111031312388744	0.333423733725192	1.39506279951758	0.070389327891398	0	0.0976107966264223	0	0.070389327891398	0.16349873228288	0.189033824390017	0.124328135002202	0.6959938131099	0.485426827170242	0.124328135002202	0	0.823749360308273	0	0.16349873228288	0.0565835283663675	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.070389327891398	0.250961573533219	0.432959407276106	0.0565835283663675	0.298658315564515	0.0426443374084937	0	0	0	1.30451104180995	0.150559676575381	0.070389327891398	0.0426443374084937	0	0	0.0565835283663675	2.07382023329167	0.31034012061215	0	0	0	0	1.08406426478847	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11103131238874	0	0	0	0	0	0	0.137503523749935	0.070389327891398	0.0565835283663675	0	0.137503523749935	0.0565835283663675	0	0	0	0	0	0	0.0840642647884745	0	0	0	0.189033824390017	0	0.0565835283663675	0.22650852980868	0	0	0	0	0	0.214124805352847
"FLJ36000"	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC17A6"	0	0	0	0	0	0	0.0426443374084937	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0.0285691521967709	3.83794324189103	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604071323668861	0	0
"DHH"	0	0	0	0	0	0.0840642647884745	0.137503523749935	0.22650852980868	0.367371065648529	0.454175893185802	0.137503523749935	0.22650852980868	0	0.879705766282288	0.53605290024021	0.22650852980868	0.31034012061215	0.903038270112912	0.879705766282288	0.565597175854225	0.495695162624069	0.53605290024021	0.27500704749987	1.20163386116965	0.344828496997441	0.464668267003444	0.84799690655495	0.454175893185802	1.22032995487956	0.584962500721156	0.704871964456353	0.565597175854225	0.505890929729957	0.263034405833794	0.356143810225275	0.910732661902913	0.389566811762726	0.070389327891398	0.632268215499513	0.150559676575381	0.37851162325373	0.367371065648529	0	0	0	0	0	0	0	0	0	0	0.55581615506164	0.298658315564515	0.189033824390017	0.0976107966264223	0.070389327891398	0.475084882948783	0.985500430304885	0.622930350920177	0.807354922057604	0	0.111031312388744	0.321928094887362	0.16349873228288	0.367371065648529	0.464668267003444	0.321928094887362	0.16349873228288	0	0.454175893185802	1.13750352374994	0	0	1.40053792958373	0	0	0	0	0.739848102699327	0.879705766282288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807354922057604	0.782408564927373	0.321928094887362	0.773996325111173	0.839959587489532	0.432959407276106	0.831877241191673	0.6959938131099	2.34482849699744	0	0	0	0	0	0.137503523749935	0.20163386116965	0.124328135002202	0.137503523749935	0.22650852980868	0.356143810225275	0.137503523749935	0.613531652917927	0.454175893185802	0.704871964456353	0	0	0.669026765509631	0.298658315564515
"FGF17"	0	0	1.6507645591169	1.56071495447448	0	0.124328135002202	0.443606651475615	0	0.321928094887362	0.16349873228288	0.0565835283663675	0.0426443374084937	0.925999418556223	0	0.070389327891398	0.321928094887362	0.0426443374084937	0.0976107966264223	0.0976107966264223	0.0565835283663675	0	0.31034012061215	0.137503523749935	0.0565835283663675	0.0285691521967709	0.070389327891398	0.0565835283663675	0	0.070389327891398	0.0565835283663675	0	0.31034012061215	0	0	0	0	0	0.0143552929770701	0.214124805352847	0.0840642647884745	0.111031312388744	0.111031312388744	1.76128527336162	1.30451104180995	0.594548549550354	1.31034012061215	0	1.88752527074159	0.925999418556223	1.23266075679027	0	1.78659636189081	0.0565835283663675	0.070389327891398	0.124328135002202	0.0565835283663675	0.37851162325373	0.0565835283663675	0.0143552929770701	0	0	1.07724299893246	0.0426443374084937	0	0.124328135002202	0	0.111031312388744	0.0976107966264223	0.0285691521967709	0	0.0976107966264223	1.22650852980868	1.11769504266975	0	1.13750352374994	0	0	0	0	0	0	0	0	1.70487196445635	1.09085343045111	0	0	0	1.08406426478847	0	2.35614381022528	0	0	0	0	0.0840642647884745	0.150559676575381	0.150559676575381	0.0565835283663675	0.0285691521967709	0	0.214124805352847	0	0	0.963474123974886	1.52105073690096	2.32192809488736	0	0.526068811667588	0	0	0.124328135002202	0.150559676575381	0.0426443374084937	0	0	0.0426443374084937	0.0426443374084937	0	0	0.516015147003665	0
