"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0211_3002_T"	"BC_HKB0740_1454_T"	"HKB0005_3001_T"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0035_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0078_3000_T"	"HKB0079_3006_T"	"HKB0080_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0094_3006_T"	"HKB0096_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0104_3006_T"	"HKB0106_3006_T"	"HKB0108_3000_T"	"HKB0109_3006_T"	"HKB0115_3006_T"	"HKB0120_3000_T"	"HKB0123_3006_T"	"HKB0124_3003_T"	"HKB0125_3006_T"	"HKB0129_3000_T"	"HKB0137_3002_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0159_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0196_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0210_3006_T"	"HKB0214_3006_T"	"HKB0217_3005_T"	"HKB0219_3001_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0226_3001_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0232_3000_T"	"HKB0233_3006_T"	"HKB0540_3000_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0585_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0692_3000_T"	"HKB0701_3000_T"	"HKB0713_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0074_3000_T"	"HKB0127_3006_T"	"HKB0132_3006_T"	"HKB0161_3001_T"	"HKB0207_3001_T"	"HKB0573_3000_T"	"HKB0719_3002_T"
"MED16"	4.59693514238723	3.89917563048051	4.42223300068305	5.04788732939655	4.06177619758669	5.18150015170461	4.21723071622067	4.42223300068305	4.2585189247113	4.80683958179819	4.49185309632967	4.04701481951759	4.114367024952	4.36457243229586	3.68257329734758	4.40258575823259	4.5033487351675	4.24564777363675	4.91790907385298	4.16108148227718	4.59036248846375	4.24640808724638	4.28392177230762	4.77452352959023	4.3743439890385	4.23955079661364	4.16430358309365	4.72900887033786	4.27052894238072	4.66277517193778	4.89044669267991	4.27276973243651	4.36317107711924	4.78450398292957	4.26978123827438	4.47767732756531	4.32624970083746	4.36176835941915	4.4937754084607	4.2149019101607	4.52042224852645	4.25247621413522	4.32409051603798	4.55336050333533	4.40258575823259	4.48026512205446	4.45220004940622	3.59454854955035	4.66505161428921	4.20006486151431	4.41751500288509	4.32696871158789	3.98002530023873	4.19455988602261	3.95140129167431	4.95791459863299	4.69655030107857	3.36036427654347	3.56803210477128	4.65764000520782	4.19770815795585	4.26153081524341	4.25096157353322	3.01792190799726	4.64212391615349	4.20006486151431	4.42223300068305	4.24184018356467	4.60999129521268	5.25587835258279	3.96069703930431	3.93922657772821	4.62234472272424	4.78450398292957	4.21723071622067	4.27351588970212	4.5341861390901	4.81762325751143	4.62058641045188	5.34660237529899	4.67072705449947	4.50016467949217	4.14812063112396	3.99367436175058	2.55581615506164	4.49249415167943	3.72683121703249	5.58976348698498	4.67750824226472	3.89433274227769	4.26153081524341	4.69710657447698	3.67355642399014	4.29719141656586	3.87085786436376	4.6915341649192	3.67581593117227	3.4276061727819	4.63459326844576	3.45549162062847	4.78711898281334	3.83289001416474	5.14036967065153	4.8860623383456	3.91552090075196	4.61529857909211	3.71259578044703	3.53729606709084	3.63226821549951	4.48155728070859	4.38266725274504	4.46270675067016	4.40803246613065	4.38128337250378	4.20163386116965	4.51349074558812	4.28095631383106	4.52418907844937	4.17152710603881	3.70708299177171	3.43829285157915	4.43962313755712	3.18428029441938	3.88947354253111	3.95977015521147
"C21orf49"	0	1.33342373372519	0.124328135002202	0.27500704749987	0.55581615506164	0	0.594548549550354	0.37851162325373	0.75702324650746	0.887525270741587	1.65535182861255	0.613531652917927	0.941106310946431	1.05658352836637	0.516015147003665	0.356143810225275	1.29278174922785	0.505890929729957	0.575312330687437	0.687060688339892	1.11103131238874	0.31034012061215	1.07724299893246	0.941106310946431	0.575312330687437	0.641546029087524	0.992768430768924	0.831877241191673	0.214124805352847	0.887525270741587	0.565597175854225	0.641546029087524	1.02147972741045	0.55581615506164	0.773996325111173	1.05658352836637	0.887525270741587	0.344828496997441	0.687060688339892	0.575312330687437	0.176322772640463	0.622930350920177	0.765534746362977	1	0.53605290024021	0.773996325111173	0.389566811762726	1.02856915219677	1.84799690655495	1.43295940727611	0.464668267003444	0.464668267003444	0.389566811762726	0.443606651475615	0.622930350920177	1.28095631383106	0.641546029087524	1.10433665981474	0.584962500721156	0.773996325111173	0.432959407276106	0.7311832415722	0.594548549550354	1.06350294230616	0.985500430304885	0.678071905112638	0.238786859587116	0.20163386116965	1.0071955014042	0.37851162325373	0.286881147788162	0.53605290024021	0.799087306074004	0.321928094887362	0.622930350920177	0.632268215499513	1.74846123300404	1.06350294230616	0.298658315564515	0.659924558402378	0.475084882948783	0.6959938131099	0.443606651475615	0.584962500721156	0.687060688339892	0.887525270741587	1.1243281350022	0.55581615506164	0.321928094887362	0.863938450423971	0.799087306074004	0.37851162325373	0.475084882948783	1.02856915219677	0.333423733725192	1.36737106564853	1	0.604071323668861	1.07724299893246	0.604071323668861	0.411426245726465	0.485426827170242	0.839959587489532	0.985500430304885	0.432959407276106	1.07724299893246	1.11103131238874	0.918386234446348	0.613531652917927	0.150559676575381	1.23266075679027	1.36737106564853	1.26303440583379	0.765534746362977	0.748461233004036	1.20163386116965	0.948600847493356	0.333423733725192	1.07724299893246	0.632268215499513	0.55581615506164	1.29278174922785	0.823749360308273	1.27500704749987	0.773996325111173
"BTBD2"	5.98686597232911	5.0746766862945	5.18626283566979	5.34908214639109	4.57410150808939	4.61176256006487	4.69543711040537	5.15946772926677	4.87872534148011	5.85374619700876	5.55979769575487	4.9986468390058	5.21606678308703	5.51947900230724	4.96855160336395	5.08193608171943	4.66391384211598	5.09718938723511	5.53667461756976	5.16309613843601	5.11519974938544	5.39094277280254	5.50175758573866	5.60496086950378	5.48188013962029	5.08958289312471	5.36702153323231	5.20280949212501	4.98686597232911	5.06134418828839	5.17951105027151	5.78816365703777	5.22573765346606	5.52669484554198	4.8972404255748	5.44360665147561	5.29755828116819	4.83086375675176	5.26528685756517	5.07081863753328	5.87430516598223	5.22766407255439	5.47735352663456	5.46564802598228	5.23189316164533	5.61911951145322	5.14934066928622	4.64558638591361	5.79103261675567	5.15299460549244	5.00135189299996	5.19298316997399	4.8073549220576	5.35895882583233	5.00225245173138	5.54473265593262	5.26190685982807	5.28946563095822	4.22881869049588	5.50366675457602	5.15380533607904	5.42928119333566	5.50874555424447	4.05311133645956	5.37399614213124	4.82527683005487	4.84849775538515	4.36036427654347	5.14159627838382	5.75301612873584	5.07296327155522	4.75007048586569	4.83693401132109	5.20750245925879	5.31215688831337	5.22496636500027	4.9923152518612	5.42693561964834	5.50207595604579	5.92623668441333	4.06608919045777	5.67976157351685	4.94438996227009	5.3019533951261	4.88459792099006	5.16108148227718	4.51727569320958	5.76234881564413	5.03254169727004	4.75808993420181	5.0496307677246	5.56407325573694	4.81813476081085	4.90352037372338	4.68706068833989	5.50271248596606	4.03913839390696	4.21567859660793	5.11852584893567	4.85798099512757	5.36806987653208	4.65248649491816	5.81070015418722	5.605257262939	4.631686366312	4.72137265947682	4.0408924306469	4.07724299893246	4.6046644151637	4.93828579188405	5.14404636961671	5.01524777369894	5.25134038278862	4.78607355157855	5.27575204882853	5.27761287075669	5.10433665981474	5.19258872156664	5.141187525005	5.0408924306469	4.60288440871842	5.37503943134692	4.2585189247113	4.59395128394841	4.68201139080069
"SEC1"	3.25701061820602	0	0	0	0.298658315564515	0	0	0.0426443374084937	0.070389327891398	0.0976107966264223	0.0285691521967709	0	0.124328135002202	0.137503523749935	0.189033824390017	0.124328135002202	0	0.0426443374084937	0.0285691521967709	0.0285691521967709	0.344828496997441	0.0565835283663675	0	0.0426443374084937	0.22650852980868	0.111031312388744	0	0	0.0426443374084937	0.0285691521967709	0	0.0143552929770701	0.0976107966264223	0.070389327891398	0	0.150559676575381	0	0	0.250961573533219	0.070389327891398	0.0426443374084937	0.0285691521967709	0	0.0285691521967709	0.070389327891398	0	0.0285691521967709	0	0.0565835283663675	0.070389327891398	0.070389327891398	0.0565835283663675	0.0285691521967709	0.070389327891398	0	0.0285691521967709	0.0285691521967709	0.669026765509631	0	0	0.0285691521967709	0	0	0	0.070389327891398	0	0.0976107966264223	0	0.333423733725192	0	0.0285691521967709	0	0	0	0.150559676575381	0	0	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0	0.0285691521967709	0.070389327891398	0	0.0426443374084937	0	0	0	0.137503523749935	0.0285691521967709	0.0565835283663675	0	0.0840642647884745	0	0	0	0.070389327891398	0	0	0.124328135002202	0	0	0	0.111031312388744	0.0285691521967709	0	0.214124805352847	0	0	0	0.344828496997441	0	0	0.070389327891398	0.137503523749935	0.16349873228288	0	0.0976107966264223	0.0426443374084937	0.0285691521967709	0.070389327891398	0	0.0285691521967709	0.367371065648529
"C3orf27"	0	0.687060688339892	0.0143552929770701	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0.0426443374084937	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0285691521967709	0	0.0143552929770701	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0143552929770701	0	0	0	0	0	0.0426443374084937	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0.0285691521967709
"CPLX4"	0	0	0	0	0.0426443374084937	0	0	0.0565835283663675	0	0	0	0.0285691521967709	0	0	0	0	0.0840642647884745	0	0	0	0.0285691521967709	0	0	0	0	0.0565835283663675	0	0	0	0	0.111031312388744	0	0.150559676575381	0	0.0143552929770701	0.0285691521967709	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0426443374084937	0	0.189033824390017	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.20163386116965	0	0	0	0.150559676575381	0.0426443374084937	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.0285691521967709	0	0
"BLID"	0	0	0.238786859587116	0.176322772640463	0.124328135002202	0	0.214124805352847	0	0.286881147788162	0.575312330687437	0.367371065648529	0.238786859587116	0	0.286881147788162	0.070389327891398	0.238786859587116	0.0976107966264223	0.27500704749987	0.613531652917927	0.286881147788162	0.526068811667588	0.22650852980868	0.464668267003444	0.0565835283663675	0	0.604071323668861	0.422233000683048	0.27500704749987	0.367371065648529	0	0	0.189033824390017	0	0.27500704749987	0.0976107966264223	0.344828496997441	0.0840642647884745	0.411426245726465	0.464668267003444	0.0840642647884745	0.137503523749935	0.454175893185802	0	0	0.367371065648529	0.27500704749987	0.070389327891398	0.31034012061215	0.526068811667588	0.855989697308481	0.070389327891398	0	0.20163386116965	0	0.0976107966264223	0.464668267003444	0.298658315564515	0.286881147788162	0.298658315564515	0.333423733725192	0	0.27500704749987	0.20163386116965	0.84799690655495	0.925999418556223	0.137503523749935	0	0.150559676575381	0.632268215499513	0.464668267003444	0.333423733725192	0.454175893185802	0	0.321928094887362	0.0976107966264223	0.16349873228288	0	0	0.0976107966264223	0.111031312388744	0	0.111031312388744	0	0.20163386116965	0.124328135002202	0	0.124328135002202	0.622930350920177	0.16349873228288	0.37851162325373	0	0	0.22650852980868	0.356143810225275	0.250961573533219	0.16349873228288	0	0	0.070389327891398	0.238786859587116	0.432959407276106	0	0.27500704749987	0.250961573533219	0.53605290024021	0.0976107966264223	0.214124805352847	0	0.16349873228288	0.0840642647884745	0.16349873228288	0.464668267003444	0.250961573533219	0	0.189033824390017	0	0.31034012061215	0.111031312388744	1.11769504266975	0.31034012061215	0.0840642647884745	0.111031312388744	0.704871964456353	0.713695814843359	0.55581615506164
"MADD"	3.06177619758669	2.5033487351675	2.72246602447109	4.04614178164472	3.17791779219584	2.94673086014031	3.0496307677246	4.73063995591679	3.96901230751632	4.3743439890385	3.71479501111816	4.22187708107703	4.12184429787638	4.14404636961671	3.90207357931074	3.60999129521268	4.1407786557828	3.90977310414164	3.73009646559547	3.91169158187234	4.12680770314203	4.32624970083746	4.20241772157518	3.83390207666916	4.38404980679516	4.14812063112396	4.13422093976063	4.68144926531496	3.30888505741176	4.22958792274065	3.47118746038699	4.35895882583233	4.08491465976794	4.39643353125099	3.75702324650746	4.05398016818765	3.85299758761332	3.94392132655349	4.36597242759338	4.44228003525258	4.06177619758669	3.74846123300404	4.04439411935845	4.14323013477689	4.06436554026363	3.89820835250872	3.52230689287139	3.70265754339091	4.18665901720211	4.02502879449152	3.53729606709084	3.98913900736823	3.93828579188405	4.71808758396052	4.20163386116965	4.53356334821451	4.60110220337641	3.32912359629157	3.67919857056692	4.5298209465287	4.58856473740135	3.9429835981871	4.33556900555675	3.49697358099828	4.27724089833207	4.38404980679516	4.37364821133469	4.69320814891002	4.59753117422421	4.42223300068305	4.93498820178348	4.5341861390901	3.71259578044703	4.24184018356467	4.58556349845569	4.16671544496642	5.38887833881199	4.44294349584873	4.27798474729977	4.76341157447001	4.06177619758669	4.84899843040002	3.92219784839637	3.7279204545632	3.69710657447697	4.00090140274153	4.30597052098439	4.64846544302731	4.1906148602095	3.68706068833989	4.61235249875266	3.86789646399265	3.88362081628567	3.43429461795993	3.68144926531496	3.96439863220318	2.83995958748953	3.94953493301701	4.34695688937888	3.20633064787105	4.24412594328373	3.80838505065609	4.30888505741176	3.69932952567316	3.79389588254888	4.22342254993494	3.96532254836725	4.4093909361377	3.77399632511117	4.26077843189343	3.95512678126137	4.57773093149008	4.29865831556452	3.65992455840238	4.76234881564413	4.87578006306849	3.7771566660045	4.02945288578697	3.96254902292306	3.61235249875266	3.12598165385472	4.42021289061078	3.75808993420181	3.46988597627446	3.62993940943954
"GPR108"	2.98550043030489	4.40803246613065	4.62993940943954	5.04351949366274	4.5216789516032	3.48928602262588	4.7371459197762	4.67750824226472	5.07296327155522	5.60021027442009	4.66049513188851	4.94485844580754	4.91647664443772	5.08788710093312	4.83137058796754	4.87676249078156	5.18428029441938	4.47053686509258	5.22265002245148	4.75968848842729	4.98913900736823	4.44095219802964	4.79025073883523	4.62410089462811	5.11353381959191	5.43496176018725	5.06047978140759	4.85199883711245	4.85947266685194	5.4944156103975	5.09550251765867	4.7457751494858	5.26115467261557	5.27015513876653	5.56437816856506	5.10810622368613	4.66391384211598	5.08788710093312	4.90014226035982	4.27500704749987	4.76765479823735	5.19652836093694	5.19179950106508	4.72137265947682	4.96947286459633	5.01836711554312	5.06004738366994	4.19927972133662	5.28909670241999	5.09929520433777	5	5.08958289312471	4.73606362787181	4.9676297534662	4.48992821940518	5.49537538094463	5.45713459431804	5.11311703639072	5.26903314645524	5.35931031689044	5.13627342985058	5.01390884549064	4.78816365703777	4.60940039000643	5.13134253912326	5.15055967657538	4.4541758931858	4.32409051603798	4.93498820178348	4.92599941855622	4.42894634476948	4.29865831556452	5.02547181462118	4.96023367169445	5.20593983247088	4.82017896241519	5.01390884549064	5.38370429247405	4.92694824794977	5.11186596386756	5.4178525148859	5.0071955014042	4.64443315240625	4.03738222200308	5.02014657311178	4.90689059560852	4.67750824226472	5.39643353125099	5.18388345903223	4.75167794568758	5.20359271420771	5.48220292629596	4.61706334388818	4.89965902637744	5.29645740737124	4.40735275114004	4.71259578044703	5.87405920314115	5.1197711619529	4.65477921695952	4.64616265715789	5.15299460549244	5.23916887866545	5.90086680798075	4.98959318493877	4.8109571587378	5.9898202201176	4.36597242759338	4.03474394932473	5.01836711554312	5.02547181462118	4.86443379636562	4.77663042305105	5.06651978142975	4.94392132655349	5.40224465525408	5.24107745817504	5.31215688831337	4.98367769469807	4.4535175792155	4.69041709553247	5.04483123344781	4.57228336665041	4.70929063572336	4.67807190511264
"CUEDC2"	4.86443379636562	5.94321808742628	5.01435529297707	4.78240856492737	4.89917563048051	6.12598165385472	4.22727899446832	4.23342794374847	4.70321146739115	5.21994291395413	5.46368784220126	5.16309613843601	5.09761079662642	5.13381009110603	5.2667865406949	4.79389588254888	5.1586601753465	4.63110428236588	4.55887985347544	4.68537955195908	4.36106648879432	4.77925972037238	5.03254169727004	4.77452352959023	5.23610988988963	5.66419836929191	5.29645740737124	4.96624587322494	4.85149920246126	5.41683974191283	5.25701061820602	5.13586316536868	5.53667461756976	5.30158764660319	4.8860623383456	4.63575439127776	4.98413359454098	5.21723071622067	5.31578357458946	4.5453506448223	5.5909612413426	4.65535182861255	5.36211916672566	5.10977842907866	4.73660487531425	5.18863829456139	4.91169158187234	5.44923120066949	5.76579992328513	4.67129337248158	4.99729240763651	4.8870377914192	4.82680268428583	5.5351198215998	4.04351949366274	5.50874555424447	5.50652577904312	4.97315203787724	4.32409051603798	5.08491465976794	4.44228003525258	4.9560566524124	5.30414594120295	4.92504996472736	4.53480866123175	5.58014548442338	4.80889983925777	5.44790974874208	4.75328361646088	5.14812063112396	5.92386226807603	4.76234881564413	5.25247621413522	4.64673869830785	5.01435529297707	5.1243281350022	4.99412711400313	4.79701297783614	5.41244282477561	5.48992821940518	4.95930648975966	5.78214642355464	4.66334461936609	5.34731131636529	5.55274593674845	5.03650333373899	4.88362081628567	5.83491342970104	5.64558638591361	5.15825622881134	5.43962313755712	5.40599235967584	5.01033228328482	4.95837871156634	4.67412163263239	5.67383905599044	6.0203688510632	5.15785216914174	5.62263756653746	5.20593983247088	5.22766407255439	5.02281165091563	5.25285462595139	4.97544676564096	5.28798935040895	5.55397480823747	4.89772447021644	5.47800105583793	5.23955079661364	5.30341546268562	5.15137177625395	4.95046841415012	5.31360865703049	5.14526985665051	5.12018602753186	5.61058195849253	5.35684807923652	5.41953889151378	4.27649666564036	4.7235585614721	4.30815697511476	5.18982455888002	4.67750824226472	4.26528685756517	4.33413917883824
"DRAM2"	2.61353165291793	2.44890095114513	4.71039319217052	4.10936055940423	4.83390207666916	3.66448284036468	4.41210404467757	3.99819550315325	5.2667865406949	5.31469652565629	5.21334728173344	5.82298501854688	4.92219784839637	4.79181407116183	4.603477988254	4.94906796585291	5.58616424593091	4.35755200461808	4.77030048949942	4.50271248596606	4.57591736111815	4.799087306074	4.78868571061353	4.84297883178833	5.91957844593547	4.98959318493877	5.82068956055921	4.10013667128545	4.5090623863619	4.82222027162153	5.13873256972024	4.41278152533848	5.43762724831895	5.05571626351254	4.9174317553901	3.84197311892718	5.08065766334523	4.65935375917005	4.82374936030827	5.12556845177803	3.06177619758669	4.56437816856506	5.16952419715	4.3327079336406	5.08278773170927	5.54318652456517	5.22342254993494	3.93828579188405	5.64443315240625	5.73876783680019	4.5668151540109	5.10643207781693	5.42961596420174	4.4905701304462	4.93357263826102	4.94860084749336	3.94016675048282	5.93828579188405	4.89530262133331	5.48155728070859	4.4757334309664	5.88166461932035	4.29130885982897	5.27052894238072	4.91647664443772	4.75915583380027	4.23266075679027	4.39848719001897	5.32696871158789	4.62993940943954	5.33019983285091	4.21101219348551	4.49633451341711	4.72846476509253	5.37608196665007	5.02236781302845	5.1407786557828	4.27426166125705	5.50493813164961	4.59872249967662	4.96301164759943	4.99548451887751	4.14812063112396	4.52919626799939	4.89578731646331	5.72574115650395	4.53480866123175	4.85299758761332	5.66562016406638	5.40019634202658	5.10265813136374	5.0241423458978	4.82425869660337	4.67129337248158	5.41953889151378	4.76659516172927	6.02746372340858	5.3819754785573	4.13504228623365	4.65019012349677	4.56132613645392	5.8972404255748	5.01836711554312	3.34198574722862	4.92457500339273	3.95791459863299	5.31324585178756	5.5765221379205	4.93734439215023	6.01323891511367	4.73768676140986	5.21451341008002	4.268284666521	5.65420637794429	4.65248649491816	3.95884267524324	5.52888382727464	4.94579495674006	4.79805051476751	4.47248777146274	4.39848719001897	4.44294349584873	5.0686708106651	5.11270013274936	5.48510476108097
"ACTR6"	3.1407786557828	4.71094415457587	4.90352037372338	4.0686708106651	4.59454854955035	3.59215800212536	4.05658352836637	4.34198574722862	3.53605290024021	4.40463068421761	4.32192809488736	4.88410945135923	4.2667865406949	4.09000652990382	4.51159454153741	3.91169158187234	4.42894634476948	3.96162332828694	4.65477921695952	4.14812063112396	3.8073549220576	4.45877569908024	3.99548451887751	3.20945336562895	4.20084957463721	4.50271248596606	3.94953493301701	4.22496636500027	4.39163026151743	4.22958792274065	4.29204549249286	3.54720302475693	4.25096157353322	4.53543091487128	3.55826763405574	4.22881869049588	3.51601514700366	4.18428029441938	4.16992500144231	3.99004721957379	3.44095219802964	3.65535182861255	4.14812063112396	3.41006969175638	3.5909612413426	3.71699089440494	3.65878273401283	4.60999129521268	4.00180224263399	4.18348651445939	4.57106999816771	4.41886457739032	3.56315813040281	4.00180224263399	3.80426011563474	4.22804904788446	4.77188557851537	3.67129337248158	4.49569516262407	4.5552026338783	4.06091204958787	3.98093926608551	4.19849415363908	4.11270013274936	3.799087306074	3.854993016757	5.95326523901484	4.877744249949	4.4666271200415	3.98185265328974	5.32517051237605	5.06091204958787	4.34269695998193	3.9126498648972	4.01792190799726	4.37155886261196	4.93168305705981	3.82374936030827	4.32696871158789	3.80012335282653	4.00809242094872	3.75381844317354	4.36597242759338	4.42894634476948	4.53667461756976	4.83238371654913	5.05093696522523	4.09592441999854	4.55151601762801	4.79960542245267	4.52042224852645	4.31469652565629	4.91408609701272	4.58916423669977	4.35543919724869	4.31179371775365	5.44161626940656	3.87578006306849	4.68201139080069	4.36527259976453	3.75595576955096	4.42223300068305	3.85199883711245	4.03474394932473	3.96254902292306	4.33485426933163	5.20045727142857	4.88898672118656	4.22187708107703	4.75968848842729	4.34269695998193	4.52857131887076	4.07553263116736	4.22573765346606	4.38543103719352	3.89627184880738	4.39780296186249	3.58255600301406	4.03562390973072	3.93451650158608	4.40394936423287	5.02901108665907	4.85996954822103	4.67129337248158	4.21723071622067
"NSL1"	0.895302621333307	0.782408564927373	1.89141918684608	2.0496307677246	2.3533232911629	0.823749360308273	2.17951105027151	1.98913900736823	2.34766565630097	2.30451104180995	2.25701061820602	2.50842865253186	2.1407786557828	2.0496307677246	2.44890095114513	2.22342254993494	2.10433665981474	1.52105073690096	2.48542682717024	2.08406426478847	2.22958792274065	2.32768736417605	2.28095631383106	1.81557542886257	2.04614178164472	2.1407786557828	1.71808758396052	2.29572302453997	1.74846123300404	2.23878685958712	1.67807190511264	1.97085365434048	2.55581615506164	2.3533232911629	1.84398384404833	1.65992455840238	1.54101915313356	2.21412480535285	2.4931349223055	2.43295940727611	1.799087306074	1.98913900736823	1.61823865559545	1.52105073690096	2.27798474729977	2.44360665147561	2.36457243229586	2.22958792274065	1.85996954822103	2.6667565918848	1.75274859140713	2.65306001710456	2	1.97452931248388	1.85996954822103	2.3305584000308	2.65764000520782	2.31324585178756	1.65535182861255	2.68257329734758	2.12101540096137	2.65764000520782	2.80529245560071	1.81966818349646	2.19219416528334	2.66220549965362	2.29278174922785	2.1243281350022	3.1554254317472	2.59454854955035	2.73768676140986	2.11103131238874	2.74846123300404	2.29278174922785	2.13422093976063	2.66902676550963	2.39506279951758	1.90303827011291	2.53106949272595	1.74416109557041	2.65764000520782	1.73984810269933	2.47767732756531	2.20476675065461	2.56803210477128	2.55090066464752	2.34766565630097	2.20163386116965	2.63226821549951	3.17152710603881	2.01077983875324	2.66448284036468	2.0496307677246	2.14404636961671	2.49825086752783	2.52606881166759	2.30742852519225	2.76128527336162	2.32192809488736	1.84799690655495	2.47248777146274	2.85399564717639	2.09761079662642	1.42223300068305	2.54843662469604	3.03033607837096	2.79701297783614	2.114367024952	2.58496250072116	3.50716034911752	3.8972404255748	2.79493566280354	2.03562390973072	2.52356195605701	2.52606881166759	1.63226821549951	2.77820857639809	2.34766565630097	2.37573453858316	1.78240856492737	2.15380533607904	2.09423606984577	2.90110824301451	2.31903981556254	2.28095631383106
