"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0044_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0064_3004_T"	"HKB0127_3000_N"	"HKB0006_3006_T"	"HKB0033_3006_T"	"HKB0078_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0102_3006_T"	"HKB0141_3000_N"	"HKB0141_3006_T"	"HKB0158_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0222_3006_T"	"HKB0225_3000_N"	"HKB0226_3001_T"	"HKB0230_3006_T"	"HKB0233_3000_N"	"HKB0552_3000_T"	"HKB0562_3000_N"	"HKB0585_3000_T"	"HKB0713_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0161_3001_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0648_3000_N"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0221_3001_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"HKB0143_3006_T"	"HKB0226_3000_N"	"HKB0672_3000_N"
"OMD"	3.44493204894218	3.05311133645956	4.17072627613155	3.70818723602071	3.81455042346181	4.36667191611176	2.95046841415012	3.71699089440494	3.76871365703048	4.17392693199981	2.81762325751143	5.64616265715789	4.57167680997093	5.39574832817903	3.29719141656586	3.88459792099006	5.08278773170927	2.78659636189081	4.44161626940656	3.25701061820602	3.37712374912949	4.1333991254172	3.31034012061215	3.87578006306849	5.45022149589718	4.74200621086674	2.52857131887076	4.33342373372519	3.4594316186373	3.09761079662642	3.74953426766926	4.03826057517535	4.39985467357243	4.00180224263399	4.15946772926677	3.55826763405574	4.02945288578697	3.73009646559547	4.0574502721839	2.81966818349646	4.06177619758669	3.58736499093646	3.74846123300404	3.20476675065461	4.79649392942584	3.30888505741176	4.674686619928	3.99909803370561	2.78659636189081	4.26903314645524	3.07382023329167	2.93168305705981	4.33556900555675	3.84498815668261	3.37155886261196	4.29498826769145	4.44890095114513	4.38956681176273	4.32768736417605	3.64731450954714	4.81301154860562	4.74523733212975	4.27127625917593	4.02856915219677	3.9429835981871	4.49185309632967	4.62234472272424	3.87381319835909	4.33342373372519	4.11103131238874	4.87430516598223	3.29572302453997	4.14404636961671	4.33485426933163	3.97911075501579	4.22110372536788	4.22187708107703	3.69265037003553	3.5033487351675	2.84197311892718	4.13750352374993	3.41278152533848	3.96532254836725	3.11270013274936	2.04614178164472	0.992768430768924	2.75060650483559	2.15055967657538	2.78031009904338	2.85598969730848	3.4276061727819	2.48284828306847	2.97269265400426	2.32192809488736	2.89917563048051	1.91838623444635	1.67355642399014	2.36737106564853	2.31903981556254	1.60880924267552	2.71149490665009	4.02680005934372	2.70043971814109	1.6959938131099	2.79701297783614	1.41142624572647	0.6959938131099	1.50080205305716	3.20006486151431	3.92124588858559	3.61353165291793	4.40871186102943	3.19534759832222	3.96809075204526	3.5298209465287	3.45022149589718	4.63052196347164	2.20476675065461	0.863938450423971	3.23419472295381	3.46466826700344	3.5033487351675	4.17951105027151	3.85996954822103	4.01435529297707	3.58736499093646	4.24184018356467	2.56071495447448	2.59454854955035	4.44559429134118	4.90448409790142	4.47961860846942	2.63226821549951	3.20320115631661	2.78240856492737	3.76341157447001	3.81044310384517	4.16510798514454	3.46988597627446	3.46597446450407	2.76977173924945	3.40599235967584	3.78240856492737	4.36317107711924
"TGFB3"	4.18665901720211	5.34020617991171	4.40190347160796	4.44824022521607	3.72465027173297	3.78135971352466	4.62585493136806	4.48928602262588	4.29645740737124	4.47313748777226	4.87578006306849	5.04657836662033	4.3526172989585	4.36597242759338	2.51853513898218	3.19377174339668	4.01435529297707	5.02502879449152	3.91552090075196	2.48542682717024	3.7279204545632	3.46858331700683	3.47378691161437	3.41683974191283	4.47053686509258	3.67694435910691	4.05398016818765	3.45811948117451	3.64961545906341	3.18269229751619	2.96347412397489	4.86443379636562	3.32912359629157	3.63226821549951	4.20633064787105	3.76022094646651	4.4594316186373	5.08321336824898	3.83794324189103	2.6959938131099	4	3.53729606709084	3.95326523901484	2.94485844580754	3.73443866613717	2.91456452349394	4.268284666521	4.71314590249026	3.71918344048179	4.01613970265525	4.03913839390696	3.97452931248388	4.11103131238874	4.47961860846942	2.86195536414487	3.854993016757	3.90881290773955	4.84046323386954	4.00270252037982	2.97085365434048	4.28243980500639	4.51790555352995	3.77188557851537	3.74416109557041	3.38404980679516	3.29719141656586	3.89627184880738	3.17632277264046	3.04788732939655	3.15218341905505	4.05484847699562	3.32192809488736	4.22342254993494	3.71808758396052	3.24184018356467	3.36597242759338	4.27276973243651	3.27947129564447	3.98185265328974	2.68929916053589	4.71753934339116	3.51349074558812	4.05658352836637	5.07167687375186	4.41481206056585	4.58135124716878	5.41074812818595	4.25701061820602	4.21101219348551	5.37781785308364	5.25964912064916	4.46336088581666	5.01925711868108	5.10223819393074	5.36071542539293	5.19849415363908	5.14036967065153	4.0071955014042	4.94860084749336	3.97361127551947	4.72246602447109	4.70653055253812	5.58014548442338	4.99819550315325	5.141187525005	4.48026512205446	5.05658352836637	4.22110372536788	5.29535569289167	5.06565847093199	5.1139504824225	6.00045077177086	4.43829285157915	5.66305992374782	4.877744249949	5.41920177384876	4.32624970083746	5.05918219921169	4.22187708107703	4.90544717873885	6.87061131304455	5.96069703930431	5.36001304220433	5.3743439890385	4.98002530023873	6.34996674697119	5.31542131594578	4.93498820178348	4.73822740036724	5.35191096110308	6.17612327114794	5.27351588970212	5.30085587126876	5.30560578958543	6.07788386443832	4.79337571126475	5.72819263549805	5.64645070648318	5.75515464317727	5.1622906135458	5.77768271707355	5.41040894985104	2.8011586560937	4.22496636500027
"TMEM119"	3.19219416528334	3.75915583380027	3.57773093149008	3.83895176695194	3.4262647547021	3.7771566660045	3.20476675065461	4.12680770314203	3.22958792274065	3.98093926608551	3.48542682717024	5.16027483140859	4.10601323762212	4.65706830120158	2.97636363573276	3.82680268428583	3.66562016406638	3.55090066464752	3.84398384404833	3.90496571868403	3.94673086014031	4.18269229751619	3.30158764660319	3.6959938131099	4.61294219630467	4.37989816352469	3.37712374912949	3.20789285164133	3.09761079662642	3.26453643099903	3.50207595604579	4.72082566608984	4.09845324630927	4.04001567884788	4.23342794374847	4.22496636500027	4.23266075679027	3.84799690655495	3.61941301059794	3.3533232911629	4.72683121703249	3.21256933885081	3.61941301059794	3.03738222200308	3.83390207666916	3.20320115631661	4.53605290024021	3.59454854955035	3.48928602262588	3.81249822533356	3.84398384404833	3.14241343787374	4.16349873228288	3.89820835250872	3.50080205305716	4.1906148602095	4.31034012061215	5.39951292418296	4.04875931191986	3.67016051412663	4.01970191444255	3.94392132655349	3.84197311892718	2.98367769469807	3.83995958748953	3.68257329734758	4.5385381636298	3.88849973551412	3.60288440871842	3.36876834909033	3.29865831556452	2.28688114778816	3.31614574229336	4.26002565596146	3.1906148602095	3.90303827011291	3.54843662469604	3.38818953715608	3.66562016406638	2.75915583380027	5.48510476108097	3.15380533607904	3.73552217729654	4.28169825009883	3.08406426478847	2.52857131887076	4.22110372536788	3.10097764772482	3.35191096110308	4.14893410452634	4.16912328147676	3.17152710603881	4.43829285157915	4.11103131238874	3.55336050333533	5.27426166125705	3.22032995487956	2.77399632511117	3.67129337248158	4.01256867350306	2.56559717585422	4.23266075679027	3.03562390973072	3.07895134139482	2.38956681176273	4.11769504266975	2.62993940943954	5.14689956034359	5.21994291395413	4.62760683812965	4.73226919950145	4.62058641045188	4.95419631038687	6.03386345186628	5.00988458893184	5.02103547951136	4.36246988875021	5.53294028837287	4.13750352374993	4.64038956005495	4.96532254836725	4.65821148275179	5.22612314312524	5.10223819393074	4.91695427895322	4.93828579188405	4.37781785308364	3.75381844317354	4.23266075679027	6.29498826769145	5.45975946661982	5.41244282477561	3.98458935036246	4.02945288578697	4.45088131527337	4.57410150808939	5.8285808102766	4.84849775538515	5.6085135781513	5.601993581249	4.84549005094437	4.96486066424585	3.72574115650395	4.48349335128439
"TNN"	1.49569516262407	4.96532254836725	1.75274859140713	3.92884403671257	4.01167453338092	3.18903382439002	3.32192809488736	3.63343121035563	3.02680005934372	3.82578562746479	4.456149034648	1.97819562968165	3.54225804976692	2.91647664443772	3.55090066464752	3.08576455377831	1.82374936030827	4.67299099382775	2.91838623444635	3.15380533607904	3.44493204894218	2.86591881455221	2.59454854955035	2.60407132366886	2.02856915219677	2.48800077083407	3.85099939471647	2.78240856492737	2.21412480535285	3.10433665981474	3.37989816352469	4.51853513898218	2.95419631038688	3.14730669878029	1.95233356636969	3.81864608282254	2.01077983875324	2.55336050333533	3.0036022366802	3.17791779219584	2.42223300068305	3.57046293102604	3.36737106564853	3.39917109381982	2.35049724708413	2.35614381022528	3.05484847699562	2.31903981556254	2.8011586560937	3.37155886261196	5.09550251765867	5.1606782132205	3.16671544496642	2.98367769469807	3.24640808724638	3.34056226902641	2.73552217729654	4.29130885982897	3.58616424593091	2.52857131887076	3.27500704749987	2.40053792958373	2.78031009904338	2.6959938131099	3.01077983875324	3.55213110825378	3.11270013274936	2.96716860753263	3.01970191444255	2.82171021503467	1.17632277264046	2.72900887033786	3.56803210477128	2.88947354253111	3.25701061820602	2.07724299893246	2.01077983875324	3.23112515787905	4.34766565630097	2.67581593117227	2.91456452349394	2.50080205305716	2.90110824301451	1.75702324650746	4.17552460108987	0.545968369105292	1.23266075679027	1.85598969730848	2.16027483140859	2.09423606984577	1.48026512205446	3.94766615679601	3.45285896471381	1.98913900736823	0.748461233004036	1.0496307677246	1.32192809488736	1.46466826700344	1.0071955014042	1.52606881166759	2.74631276642546	1.15704371014558	5.41481206056585	1.52606881166759	1.91073266190291	3.64385618977472	0.411426245726465	2.22032995487956	3.73660487531425	2.9126498648972	2.33342373372519	3.01792190799726	0.613531652917927	2.92219784839637	1.66902676550963	3.34766565630097	2.99276843076892	2.63923216324928	1.81557542886257	2.03562390973072	2.05311133645956	4.33699741660501	0.55581615506164	1.25096157353322	2.14404636961671	4.79025073883523	3.75274859140713	1.40599235967584	2.33342373372519	1.43295940727611	3.39780296186249	2.95791459863299	1.91073266190291	0.985500430304885	4.72519581722666	0.659924558402378	2.18586654531133	2.44095219802964	2.64154602908752	1.83187724119167	2.33628338786443	1.0703893278914	3.09929520433778	3.28392177230762
"ETV1"	3.55826763405574	4.4093909361377	3.6507645591169	3.83794324189103	3.05311133645956	3.67355642399014	3.75488750216347	3.44095219802964	3.15704371014558	3.14567745519564	4.39574832817903	2.94860084749336	3.67919857056692	3.21101219348551	1.67355642399014	2.05311133645956	3.24640808724638	3.44757919654888	3.35755200461808	1.23266075679027	2.48284828306847	2.35049724708413	3.07895134139482	1.54101915313356	1.95977015521147	2.84197311892718	4.20554891117303	1.84799690655495	2.85996954822103	1.28688114778816	1.30451104180995	2.24488705912353	1.33342373372519	2.21412480535285	2.92789645372882	3.42492208821069	2.91456452349394	3.84398384404833	3.05484847699562	1.56559717585423	1.77399632511117	2.95233356636969	3.83895176695194	1.1243281350022	1.63226821549951	1.58496250072116	2.83592407425437	4.0574502721839	2.36737106564853	3.46074256378964	4.02147972741045	4.13175409098481	3.20945336562895	3.41006969175638	2.13422093976063	1.62760683812965	2.33628338786443	4.28318097894557	3.25701061820602	1.9560566524124	2.76341157447001	3.60880924267552	3.61235249875266	4.54596836910529	2.09085343045111	2.26603689399532	2.06695024392463	2.20476675065461	2.71369581484336	1.71808758396052	4.42223300068305	4.47961860846942	4.12018602753186	3.45154083301783	2.38128337250378	2.8499992594661	4.19140472885276	1.53106949272595	4.44294349584873	1.33913738491959	3.22496636500027	2.99819550315325	4.54411440220947	1.50589092972996	3.36876834909033	1.48026512205446	2.6915341649192	2.02147972741045	1.66448284036468	2.60407132366886	1.58976348698498	4.86987140617771	2.1243281350022	2.58976348698498	1.6915341649192	3.01256867350306	2.51853513898218	4.0071955014042	3.21101219348551	1.29278174922785	4.30451104180995	1.65992455840238	4.04701481951759	1.6959938131099	2.40599235967584	2.26303440583379	0.748461233004036	1.59931779369823	2.89336221076387	2.88362081628567	1.9560566524124	2.92409988564074	2.97452931248388	2.70487196445635	1.75274859140713	2.17312743348066	3.41953889151378	2.09423606984577	1.94860084749336	1.96347412397489	2.68706068833989	2.23266075679027	3.00180224263399	2.18586654531133	2.08746284125034	2.46727948045998	2.46466826700344	3.08915913191124	3.31469652565629	2.78659636189081	2.86195536414487	3.30888505741176	5.01480160235136	1.90689059560852	2.45154083301783	3.44360665147561	2.58976348698498	2.73335434061383	3.66106547980695	2.14404636961671	2.65535182861255	1.799087306074	1.90303827011291	3.1554254317472
"NTM"	1.41683974191283	2.44095219802964	0.978195629681652	2.95977015521147	3.02502879449152	3.17152710603881	1.98550043030488	1.95233356636969	1.790772037862	3.09423606984577	2.03562390973072	4.30085587126876	1.83995958748953	3.57288966842058	4.1586601753465	4.22804904788446	3.17472598770613	2.73335434061383	2.50080205305716	4.12680770314203	4.09000652990382	4.06608919045777	3.26002565596146	3.85299758761332	4.27052894238072	3.14241343787374	2.68706068833989	4.2149019101607	3.36457243229586	3.56924802986718	4.28095631383106	2.41683974191283	5.01658546043445	4.54039930563062	2.88947354253111	2.03210084316702	2.41413553298445	3.40735275114004	3.18269229751619	4.31034012061215	4.33985000288462	3.11103131238874	3.24184018356467	3.66448284036468	3.61353165291793	3.3743439890385	3.8972404255748	2.58736499093646	3.47118746038699	3.89433274227769	2.81147103052984	2.14730669878029	4.29865831556452	2.36176835941915	4.44228003525258	3.75274859140713	4.29130885982897	1.85996954822103	3.7771566660045	4.63981097771678	3.49697358099828	2.87578006306849	3.90014226035982	2.07382023329167	4.19140472885276	4.18903382439002	5.09508049190141	4.5077946401987	4.30524096595448	4.64270157183323	2.05311133645956	1.4276061727819	2.52606881166759	2.68257329734758	3.74846123300404	3.32481060342048	2.54596836910529	4.05137210172103	2.09761079662642	4.88947354253111	3.90689059560852	3.60762622084549	0.879705766282288	2.08746284125034	1.22032995487956	1.87970576628229	3.50080205305716	3.10936055940423	2.96532254836725	3.36036427654347	2.74200621086674	1.54596836910529	2.21412480535285	3.4369613378336	2.70708299177171	3.9174317553901	1.83187724119167	1.24488705912353	3.0496307677246	2.04264433740849	2.22032995487956	2.22958792274065	0.985500430304885	1.52105073690096	2.64154602908752	2.54349588342577	1.08406426478847	1.07724299893246	2.38128337250378	1.56559717585423	3.56559717585422	2.76553474636298	3.25247621413522	2.64385618977472	2.36737106564853	1.83592407425437	2.65764000520782	3.26753579806873	1.84799690655495	2.18586654531133	3.33771109212829	3.38818953715608	4.29057185085208	2.90881290773955	2.40599235967584	2.70043971814109	3.15380533607904	2.48542682717024	2.78240856492737	1.92219784839637	3.38404980679516	3.58135124716878	5.68144926531496	2.65306001710456	2.68481873755322	4.26002565596146	3.16188768237689	4.19298316997399	4.46858331700683	1.38956681176273	3.76871365703048	2.54596836910529	4.84348142543246	3.12598165385472
"PRND"	0.422233000683048	0.214124805352847	0.495695162624069	0.516015147003665	0.389566811762726	1.10433665981474	0.400537929583729	0.641546029087524	0.432959407276106	1.24488705912353	0.871843648509318	1.29278174922785	0.790772037862	0.925999418556223	0.20163386116965	0.176322772640463	0.956056652412403	0.815575428862573	0.575312330687437	0.20163386116965	0.333423733725192	0.799087306074004	0.75702324650746	0.422233000683048	0.575312330687437	0.855989697308481	0.565597175854225	0.526068811667588	0.31034012061215	0.37851162325373	0.565597175854225	1.31034012061215	0.422233000683048	0.669026765509631	0.495695162624069	0.6959938131099	1.60880924267552	0.356143810225275	1.29278174922785	0.20163386116965	0.910732661902913	0.584962500721156	0.739848102699327	0.400537929583729	0.27500704749987	0.0840642647884746	0.823749360308273	0.823749360308273	0.765534746362977	0.238786859587116	0.0976107966264223	0.443606651475615	1.24488705912353	0.782408564927373	0.6959938131099	0.604071323668861	0.298658315564515	0.948600847493356	2.24792751344359	0.545968369105292	0.495695162624069	1.07724299893246	0.333423733725192	0.632268215499513	0.526068811667588	0.575312330687437	1.0496307677246	0.584962500721156	0.545968369105292	0.948600847493356	1.08406426478847	0.214124805352847	0.831877241191673	0.263034405833794	0.790772037862	0.704871964456353	1.43295940727611	0.333423733725192	0.344828496997441	0.454175893185802	0.815575428862573	0.604071323668861	0.622930350920177	0.505890929729957	0.575312330687437	0.765534746362977	1.94860084749336	0.678071905112638	0.400537929583729	1.82374936030827	2.41142624572647	0.238786859587116	0.978195629681652	0.6959938131099	1.91838623444635	1.53106949272595	2.0036022366802	1.0071955014042	0.84799690655495	2.44625622988956	0.422233000683048	0.565597175854225	0.432959407276106	0.321928094887362	0.367371065648529	1.05658352836637	0.31034012061215	0.27500704749987	0.565597175854225	0.713695814843359	1.46466826700344	1.65992455840238	0.411426245726465	1.24488705912353	1.19534759832222	0.604071323668861	0.495695162624069	1.03562390973072	0.263034405833794	0.31034012061215	2.99638874644762	0.545968369105292	0.941106310946431	1.60880924267552	1.50080205305716	0.871843648509318	2.66902676550963	1.73552217729654	2.8011586560937	1.83187724119167	2.68929916053589	1.04264433740849	0.16349873228288	2.04614178164472	0.37851162325373	2.67129337248158	2.32768736417605	0.970853654340484	2.0496307677246	1.08406426478847	1.18269229751619	0.782408564927373	0.584962500721156	1.16349873228288
"CCL11"	0	0.286881147788162	0	0	0	0.0976107966264223	0.286881147788162	0	0.250961573533219	0	0.150559676575381	0.0976107966264223	0.176322772640463	0	0	0	0	0	0	0	0	0.0976107966264223	0.0976107966264223	0	0	0	0	0	0	0.0840642647884746	0	0.20163386116965	0	0.0976107966264223	0.20163386116965	0.0976107966264223	0	0.659924558402378	0	0	0	0	0.111031312388744	0.0976107966264223	0	0	0.20163386116965	0	0	0	0.22650852980868	0.0976107966264223	0.189033824390017	0	0	0	0.111031312388744	0.454175893185802	0	0.263034405833794	0	0	0	0.189033824390017	0	0	0	0	0	0	0.16349873228288	0	0	0.0840642647884746	0	0	0	0.070389327891398	0	0	0.321928094887362	0	0	0.124328135002202	0.176322772640463	0	0.773996325111173	0.659924558402378	0.963474123974886	1.18269229751619	0.807354922057604	0.238786859587116	0.298658315564515	0.495695162624069	1.02856915219677	0.815575428862573	0.31034012061215	0	0.765534746362977	0.807354922057604	0.124328135002202	0.367371065648529	0.31034012061215	0.0840642647884746	0.333423733725192	0.333423733725192	0.454175893185802	1.15055967657538	1.0703893278914	0.650764559116902	1.40599235967584	0.443606651475615	2.54843662469604	0.526068811667588	1.58976348698498	1.22032995487956	0.111031312388744	2.48026512205446	1.48542682717024	1.57046293102604	2.45154083301783	0.956056652412403	1.32192809488736	2.48026512205446	0.263034405833794	0.516015147003665	1.7311832415722	0.238786859587116	1.09761079662642	0.659924558402378	2.11103131238874	1.8073549220576	1.58496250072116	0.650764559116902	0.356143810225275	2.86393845042397	0.575312330687437	1.14404636961671	1.41142624572647	0.516015147003665	1.0496307677246	2.06350294230616	0	0.0976107966264223
"ANOS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OLFML3"	5.59126052462153	5.81941272620656	6.02281165091563	5.89772447021644	5.42525787199921	5.9408714781892	5.22458056608344	6.00135189299996	5.74011804283313	6.09021830165332	5.50811168119346	6.71066869967463	6.42273758653753	6.75755668893945	4.97865326490861	5.31831684133498	6.30870307128211	5.7894684369412	6.01903466936434	5.15663931069209	6.1811025507538	5.55765515472542	5.33199177823206	6.20339694854612	7.0232553523003	6.35755200461808	5.51822038059959	5.9500017490835	5.5978290978269	4.88410945135923	5.65935375917005	5.71094415457587	6.05050169744673	5.58886451819015	5.81608765860021	5.66817586897014	5.84272746929254	6.01212167271222	5.47313748777226	5.04701481951759	6.27724089833207	5.48284828306847	5.60258752734256	5.47411151394241	6.57091825532866	5.35579154675365	6.43729433149714	6.05267672430358	5.36806987653208	6.34607044078517	6.56224242422107	5.57349571549561	6.10244817792658	5.61323695471633	5.02945288578697	5.86121100345716	5.82476785314329	5.27127625917593	6.00674683244058	5.32589006103978	6.27537959625362	6.34660237529899	5.33592624092836	5.31179371775365	5.70956635383999	5.83516615722045	6.26584942144085	5.9205315062779	5.51412226017071	5.31940116685832	5.8814199080924	4.97636363573276	5.70901486490327	5.86294724802092	5.24184018356467	5.70818723602071	5.82629424549963	5.93640237772506	5.57198012018773	4.52669484554198	6.63197732023875	4.74416109557041	5.98527271425345	4.97085365434048	5.11894107272351	4.83693401132109	5.23342794374847	5.75221336786514	5.44261180368934	5.92267359284945	5.00225245173138	5.6450098843911	5.01256867350306	5.36981542428391	5.44261180368934	5.63052196347164	5.34447345945636	4.35049724708413	5.39814511650441	4.68537955195908	4.61470984411521	4.19927972133662	5.37260391520448	6.48188013962029	5.09718938723511	4.57591736111815	5.00225245173138	4.24792751344359	5.52324829260521	5.87946072253802	5.76473892302338	6.45384677374993	5.32192809488736	6.39283257902094	4.93121027480393	5.70210340662939	5.91504279137198	5.46956042171122	4.17951105027151	4.78031009904338	5.7915536333886	5.72764822226861	6.29865831556452	5.31251996747495	5.29535569289167	5.90279715788023	5.64587455030903	5.50937914891469	4.24792751344359	5.69877410890368	6.36562255611334	6.18705508996806	6.62950233949197	5.96647661213641	5.08831123588866	5.86145916636151	5.6573541815237	5.85773223315767	6.48042670519188	5.10097764772482	5.99276843076892	5.42223300068305	4.82119997805645	6.20886837067295
"CHRD"	2.31903981556254	2.33628338786443	2.90881290773955	2.65306001710456	2.75702324650746	2.56315813040281	2.95233356636969	2.47767732756531	2.23572705983806	3.27202318906105	2.50589092972996	3.4276061727819	2.7311832415722	3.27202318906105	2.25701061820602	2.91073266190291	2.52857131887076	3.36317107711924	2.37016428054021	2.93545974780529	3.09761079662642	2.89141918684608	2.35614381022528	2.79285535236249	3.32912359629157	3.31759350462347	2.16027483140859	2.83794324189103	2.41683974191283	2.38128337250378	2.16349873228288	2.43829285157915	2.90110824301451	2.72683121703249	2.50842865253186	2.96162332828694	2.57288966842058	2.74200621086674	2.33913738491959	2.74631276642546	3.0686708106651	2.41413553298445	2.20476675065461	2.4032677223393	2.35895882583233	2.06004738366994	2.9560566524124	2.09761079662642	2.40599235967584	2.40599235967584	2.3533232911629	1.67355642399014	2.74416109557041	2.37573453858316	2.22650852980868	2.4905701304462	3.03562390973072	2.60169651648096	2.64385618977472	2.62058641045188	2.92409988564074	3.21878116778407	2.09085343045111	1.73552217729654	2.8073549220576	2.71369581484336	3.72900887033786	2.44890095114513	2.98732086592925	2.52356195605701	1.70043971814109	1.76553474636298	1.88362081628567	2.62527048937469	2.67581593117227	2.0703893278914	1.82781902461732	2.50842865253186	2.58976348698498	2.13093086982645	3.65191274464578	2.55336050333533	2.34482849699744	4.799087306074	2.63691458035588	4.67581593117227	2.81147103052984	5.89214812751382	5.93734439215023	4.58976348698498	3.28835856219366	2.19849415363908	4.23725777090037	3.93545974780529	1.84398384404833	2.09085343045111	5.33019983285091	1.47508488294878	2.86195536414487	6.05137210172103	1.42223300068305	2.70043971814109	2.48284828306847	5.01077983875324	2.9126498648972	2.44625622988956	4.86937792403133	1.02856915219677	2.38128337250378	2.4541758931858	2.98732086592925	2.6959938131099	2.30742852519225	2.88752527074159	1.86789646399265	2.43829285157915	2.77610398807316	2.28688114778816	3.01256867350306	3.65992455840238	5.38024459047818	5.67299099382775	2.87381319835909	2.39231742277876	2.41142624572647	5.95837871156634	4	3.50716034911752	2.68032435684402	3.08746284125034	4.54349588342577	3.93262815702213	2.02856915219677	5.28243980500639	4.99548451887751	4.03913839390696	2.43028527297778	4.2861418728343	4.30012372456901	1.63691458035588	4.24031432933371	2.20476675065461	2.44625622988956	2.54596836910529
