"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0168_3006_T"	"BC_HKB0112_933_T"	"BC_HKB0641_1392_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1370_1673_T"	"BC_HKB1385_1721_T"	"BC_HKB2118_1689_T"	"BC_HKB2127_1726_T"	"HKB0007_3005_T"	"HKB0079_3006_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0662_1294_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0923_1584_T"	"BC_HKB2106_1619_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0233_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"HKB0734_3000_T"	"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"BC_HKB0830_1541_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"BC_HKB2112_1636_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB1372_1697_T"	"BC_HKB2119_1690_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0779_1486_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0833_1552_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2116_1671_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"
"OR6K6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34482849699744	0	0	1.95977015521147	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19849415363908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5H6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39506279951758	0	0	1.37851162325373	1.51601514700366	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54596836910529	0	0	0	0	0	0	0	0	0	0	0	0	1.08406426478847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100192379"	0	0	0	0	0	0	0	0	0	0	0	3.79597469420667	0	0	1.9560566524124	0	0	0	0	0.0426443374084937	0.0840642647884745	0.0143552929770701	0	0	1.54596836910529	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622930350920177	0	0	0	0	0	0	1.4905701304462	0	0	0	0	0	0	0	0	0	0	0	0	0.632268215499513	0	0	0	0.0840642647884745	0.0285691521967709	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0.0285691521967709	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214124805352847	0	0.0565835283663675
"OR6Q1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0.070389327891398	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0840642647884745	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DBX1"	0	0	0	0	0	0.839959587489532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	1.37295209791183	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	3.71369581484336	0.214124805352847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992768430768924	0	0	0	0	0	0	0	0	1.59931779369823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LIPM"	3.06350294230616	2.21723071622067	2.24488705912353	2.93922657772821	0.910732661902913	0	0	0	0	0	0	2.02147972741045	2.87184364850932	2.54843662469604	1.09085343045111	1.75702324650746	0.807354922057604	0.0426443374084937	0	0	0	0	0	1.75274859140713	1.58496250072116	1.70487196445635	2.59454854955035	3.29865831556452	2.15055967657538	1.55581615506164	2.49569516262407	1.50080205305716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73984810269933	0	0.263034405833794	0	0	0	0	0	0	0	0	0	2.24792751344359	2.51096191927738	2.15055967657538	1.57046293102604	2.01077983875324	2.78659636189081	2.41683974191283	0	2.74416109557041	0	0	1.70487196445635	0.84799690655495	0.933572638261024	4.15461561132689	1.08406426478847	0.831877241191673	0	0	2.0496307677246	0	0.863938450423971	1.02856915219677	0.918386234446348	4.97819562968165	0	2.47767732756531	1.44890095114513	3.0686708106651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FBXL21"	0	0	0	0	0	0	0.333423733725192	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0.238786859587116	0	0	0	0.0426443374084937	0	0.150559676575381	0	0	0	0	0.0565835283663675	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344828496997441	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.250961573533219	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GPR119"	1.55090066464752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	1.30451104180995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61823865559545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FOXD4L3"	0	1.35614381022528	0.565597175854225	0	0	0.815575428862573	0.070389327891398	0.0426443374084937	0.0426443374084937	0	0	0	0	2.18269229751619	0	0	0	0.545968369105292	0	0.367371065648529	0.389566811762726	0	0	0.815575428862573	1.30451104180995	0	0	1.17632277264046	0	0	0	0	0.16349873228288	0.0285691521967709	0.298658315564515	0.111031312388744	0.321928094887362	0.333423733725192	0.250961573533219	0.0976107966264223	0.111031312388744	0.250961573533219	0.0565835283663675	0.16349873228288	0.0565835283663675	0	0.189033824390017	0	0.0840642647884745	0.0285691521967709	0	0	0.0565835283663675	0.0840642647884745	0.16349873228288	0.150559676575381	0.0285691521967709	0.0565835283663675	0	0	0.807354922057604	1.97452931248388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16992500144231	1.18269229751619	0.111031312388744	0.0143552929770701	1.11769504266975	0.137503523749935	0.565597175854225	0.176322772640463	0.176322772640463	0	0.0426443374084937	0.411426245726465	0.20163386116965	0.0565835283663675	0.31034012061215	0.176322772640463	0.321928094887362	0.214124805352847	0	0	0.443606651475615	0.124328135002202	0.16349873228288	0.150559676575381	0.111031312388744	0.189033824390017	0	0.250961573533219	0.263034405833794	0.250961573533219	0.238786859587116	0.070389327891398	0.443606651475615	0.27500704749987	0.400537929583729	0	0.475084882948783	0.31034012061215	0.356143810225275	0.298658315564515	1.20789285164133	0.367371065648529	0.238786859587116	0	0	0	0.0840642647884745
"OR2W5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286881147788162	0	0	0	0	1.52105073690096	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23266075679027	0	2.79701297783614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR52E4"	4.82629424549963	0	1.83995958748953	5.46564802598228	0	0	0	0.0426443374084937	0	0	0	4.85947266685194	0	0	0	0	8.35742004476853	0	0	0	0	0	0	0	0	0	0	0	5.8507494258965	1.38404980679516	1.37851162325373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36422222109353	0	3.16510798514454	4.52418907844937	0	0	5.08703845676695	7.3169602873649	6.14812063112396	6.43779367792528	0	0	0	0	0	4.80219321694183	0	0	0	1.05658352836637	0	0	2.68257329734758	1.34482849699744	2.99819550315325	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5E1P"	0	2.1407786557828	3.93451650158608	3.43429461795993	7.09729475112348	0	0	0	0	9.29312674027191	0	3.13586316536868	2.01435529297707	2.70708299177171	0	0	0	0	0	0	0	0	0	4.79181407116183	0	3.23725777090037	6.25983740058951	6.60407132366886	0	0	3.91838623444635	5.32409051603798	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80005862169737	3.84899843040002	0	0	0	0	0	0	0	0	3.95140129167431	4.80580834870147	0	0	0	0	0	4.87332106291482	0	5.2098432305255	0	6.12163711829091	3.71699089440494	4.64038956005495	4.34340782229781	2.4541758931858	3.57531233068744	6.5552026338783	3.77082904603249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DRGX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C7orf65"	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0.22650852980868	0.0285691521967709	0	0	0	0.622930350920177	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0.0143552929770701	0.0426443374084937	0	0.0285691521967709	0.0426443374084937	0.0143552929770701	0.124328135002202	0.070389327891398	0	0	0.0285691521967709	0	0	0	0.070389327891398	0	0	0.0426443374084937	0	0.0840642647884745	0	0	0	0	0	0	0.565597175854225	0	0	0	0	0	0	0	1.35049724708413	0	0.748461233004036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0143552929770701	0	0.0285691521967709	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0.0426443374084937	0	0	0.0285691521967709	0.070389327891398	0	0.0565835283663675	0.070389327891398	0.070389327891398	0.070389327891398	0	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0.0565835283663675	0	0.0565835283663675	0	0	0	0	0.0565835283663675	0	0	0	0
"PON3"	1.36737106564853	0	1.55090066464752	3.05484847699562	1.09761079662642	0	1.05658352836637	7.49944729748518	3.90689059560852	1.28095631383106	0	1.56071495447448	1.01435529297707	0	0	0	0	0.0976107966264223	3.83592407425437	0.782408564927373	0.659924558402378	0.333423733725192	0	0	0	1.96716860753263	3.50969584193339	0	1.31034012061215	0	2.80529245560071	0	1.52606881166759	1.16992500144231	0.903038270112912	0.454175893185802	0.678071905112638	0.214124805352847	3.55458885167764	3.28243980500639	1.11103131238874	0.575312330687437	0.0840642647884745	3.10936055940423	0.978195629681652	1.50080205305716	0.978195629681652	5.18547014606694	0.411426245726465	1.37851162325373	2.15704371014558	2.15055967657538	0.298658315564515	1.59454854955035	4.62117275268344	2.39506279951758	3.40735275114004	3.97544676564096	4.65191274464578	1.14404636961671	4.14486214291573	0	0	1.20789285164133	0.925999418556223	0	0	3.34624777408278	0	0	2.43562859405209	0	1.11103131238874	1.62293035092018	1.95977015521147	1.0071955014042	2.74846123300404	0	0.855989697308481	0	2.03913839390696	3.18745105402733	0	0	0	0.985500430304885	3.63923216324928	0	0	1.28688114778816	0.411426245726465	6.25039317308951	2.38128337250378	0.367371065648529	0.941106310946431	2.25701061820602	2.78031009904338	4.39300425689832	2.86393845042397	0.925999418556223	0.238786859587116	0.411426245726465	4.73768676140986	2.92029330021101	2.24184018356467	2.8011586560937	4.91121220155861	1.27500704749987	0.464668267003444	2.75274859140713	0.286881147788162	2.11769504266975	5.60999129521268	0.704871964456353	2.56559717585422	1.18269229751619	0.495695162624069	3.19692173382033	4.25171909260596	3.0232553523003	1.10433665981474	3.4032677223393	4.8972404255748	0.956056652412403	2.53106949272595	1.11769504266975	0.150559676575381	3.36176835941915	1.28095631383106	0.27500704749987	1.9560566524124	0.765534746362977	0.238786859587116	0.485426827170242
"MEG8"	0	0	0	0	3.04614178164472	0	0.887525270741587	0	0	0	0	0	0	0	0	0	0	0.411426245726465	0.16349873228288	1.26303440583379	0.238786859587116	0.22650852980868	0	0	0	0	0	0	2.4541758931858	0	0	0	0.27500704749987	0.150559676575381	0.411426245726465	0.594548549550354	0.124328135002202	0.6959938131099	0.150559676575381	0	0.53605290024021	0.400537929583729	0.137503523749935	0.137503523749935	0.333423733725192	0.286881147788162	0.464668267003444	0.214124805352847	0.27500704749987	0	0	0	0	0	0.344828496997441	0.526068811667588	0.150559676575381	0	0.321928094887362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85598969730848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526068811667588	0.298658315564515	0.214124805352847	1.799087306074	0	0.687060688339892	0.344828496997441	0.263034405833794	0.298658315564515	0.565597175854225	0.27500704749987	0.150559676575381	0.84799690655495	0.505890929729957	0.37851162325373	0.895302621333307	1.24488705912353	0.263034405833794	0.584962500721156	0	0.641546029087524	0.333423733725192	0.545968369105292	0	0	0.389566811762726	1.63691458035588	0	0	1.30451104180995	0.176322772640463	0.20163386116965	0.495695162624069	0.22650852980868	0.565597175854225	0.6959938131099	0.400537929583729	0.16349873228288	0.516015147003665	0	0.214124805352847	0.31034012061215	0	0	0.464668267003444
"OR9A4"	0	0	0	1.70043971814109	1.32192809488736	0	0	0	0.0840642647884745	0	0	0	0	0	1.56071495447448	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	1.55581615506164	0	0	2.04614178164472	0.070389327891398	0	0.124328135002202	0.070389327891398	0	0	0.124328135002202	0	0	0	0	0.0565835283663675	0.0840642647884745	0.464668267003444	0.070389327891398	0	0	0.150559676575381	0	0	0.263034405833794	0	0	0.16349873228288	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	1.22032995487956	2.47508488294878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75702324650746	0	0	0	0	0.0840642647884745	0	0	0	0	0	0.070389327891398	0	0.16349873228288	0.22650852980868	0.0840642647884745	0	0.0565835283663675	0	0	0	0.367371065648529	0	0	0	0	0	0	0	0.189033824390017	0.0840642647884745	0	0	0.356143810225275	0.632268215499513	0	0	0.137503523749935	0	0.070389327891398	0	0	0	0.16349873228288	0.150559676575381
"IFNGR2"	3.03913839390696	3.65764000520782	3.89917563048051	3.67016051412663	3.26303440583379	3.58014548442338	6.11374216604919	6.02923200313464	6.29847503473585	3.56315813040281	3.43829285157915	4.24184018356467	3.56803210477128	3.72465027173297	2.71369581484336	3.36876834909033	1.68706068833989	5.67948009950545	6.20847824221171	6.46809451637844	5.54256760776422	6.48413813120167	3.36036427654347	3.1906148602095	3.67016051412663	4.03562390973072	3.68594014844598	3.83693401132109	3.85598969730848	3.26453643099903	3.19849415363908	3.43829285157915	5.44790974874208	6.73836252845622	5.80012335282653	6.30761067215807	5.68313498512609	5.9609286673117	6.12804589092299	5.03165985430805	6.25512301484779	6.09465834265454	6.58451158806211	6.13832300405648	7.45071638871807	6.4631973798335	5.72301239639237	6.08001802908917	5.68144926531496	6.12907690293063	6.35966172233388	5.06134418828839	6.35455794681454	7.45820152473794	6.31487775736821	5.89360490485829	6.38732807236612	6.22265002245148	6.874919889687	4.05831649559082	2.75915583380027	3.85996954822103	3.27798474729977	4.07724299893246	3.4594316186373	3.37573453858316	3.33628338786443	3.9297909977186	2.86393845042397	2.64616265715789	3.59931779369823	4.35402893805439	4.01256867350306	4.0071955014042	3.58135124716878	3.34198574722862	3.47638168756724	3.01613970265525	2.83995958748953	4.00090140274153	4.45285896471381	3.35191096110308	3.82374936030827	4.08321336824898	4.29057185085208	3.31469652565629	3.68818035858693	2.88752527074159	4.73768676140986	6.1673177809466	5.80606622608903	5.84121837392389	5.80992886572143	5.85598969730848	5.56894414465471	5.99661471481536	6.15926588316068	6.08023127201926	5.80787007829978	6.41616416473313	6.02369891726641	5.21101219348551	6.45680614923047	6.50842865253186	6.67214243285383	6.12804589092299	6.21101219348551	6.95116812883891	6.2069166725386	6.07210580048042	6.41040894985104	6.78515817739998	6.08385158769796	6.58059776355584	6.55949181320504	6.44095219802964	6.32409051603798	5.84348142543246	6.36422222109353	6.50096135246006	5.49761236561836	6.62234472272424	6.24164954001753	6.06651978142975	5.92765946070309	6.79064173076342	6.21723071622067	6.24145887127465	5.48574882137778	5.97131362406888	5.98276546258365	5.84272746929254	5.83086375675176	6.04766925139131
"ACSBG1"	2.96532254836725	1.93357263826102	2.98367769469807	2.10768786931437	3.18428029441938	1.96716860753263	0.070389327891398	4.52356195605701	0.070389327891398	4.16671544496642	1.35049724708413	0.970853654340484	2.13750352374994	0.887525270741587	1.25701061820602	1.97085365434048	1.25701061820602	0.0976107966264223	1.52105073690096	0.855989697308481	0	0.333423733725192	2.64616265715789	2.77399632511117	1.51096191927738	3.76234881564413	2.85199883711245	2.82171021503467	3.25398926623079	0.687060688339892	3.87970576628229	3.05311133645956	0.0285691521967709	0	0.0426443374084937	0	0.0426443374084937	0.16349873228288	0.124328135002202	0.298658315564515	0.0426443374084937	0.189033824390017	0	0.0285691521967709	0	0.111031312388744	0.0285691521967709	5.40735275114004	0	0.176322772640463	0.070389327891398	0.773996325111173	0	0.422233000683048	0.20163386116965	0.070389327891398	0.0426443374084937	0.0426443374084937	0	2.49569516262407	1.66448284036468	2.7311832415722	1.50080205305716	3.27649666564036	2.21101219348551	1.0496307677246	1.03562390973072	2.81557542886257	0.910732661902913	1.07724299893246	1.25701061820602	2.4541758931858	3.54966917072649	2.73984810269933	2.98002530023873	2.76341157447001	1.70929063572336	1.68706068833989	2.68257329734758	3.59454854955035	2.92789645372882	2.4594316186373	2.43295940727611	2.43028527297778	2.77188557851537	1.27500704749987	2.77820857639809	0	2.32768736417605	0	0.20163386116965	0.422233000683048	0.124328135002202	0.0840642647884745	0.124328135002202	0.0840642647884745	0	0	1.20163386116965	0.0426443374084937	0.0565835283663675	0.0565835283663675	0.0285691521967709	0.0840642647884745	0.070389327891398	0.0565835283663675	0.0285691521967709	0.0426443374084937	0.0285691521967709	0	0.0565835283663675	0.20163386116965	0.722466024471091	0.0565835283663675	0.0285691521967709	0.0976107966264223	0.0976107966264223	0	0.0426443374084937	0	0.137503523749935	0.0976107966264223	0.070389327891398	0	0.124328135002202	0.0840642647884745	0.0840642647884745	0.516015147003665	0.0285691521967709	0.389566811762726	0.176322772640463	0.454175893185802	0.0285691521967709	0.0840642647884745
"FLJ45079"	0	1.0496307677246	0	0	0	1.44360665147561	0	0	0	1.18269229751619	0	1.09761079662642	0.75702324650746	0	1.20163386116965	0	1.20789285164133	0	0	0.0143552929770701	0.0976107966264223	0.0143552929770701	0	0	0	0	0	0.650764559116902	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.344828496997441	0	0.7311832415722	0.650764559116902	0	0	0.321928094887362	0	0	0	0.604071323668861	0.411426245726465	0	0.613531652917927	1.02856915219677	0.978195629681652	0.298658315564515	0.27500704749987	0	0.443606651475615	0	0.782408564927373	0	0.604071323668861	1.46988597627446	0	0.286881147788162	0.321928094887362	0	0.464668267003444	0	0	0.0976107966264223	0	0	0	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0.0285691521967709	0	0	0	0.0840642647884745	0	0
"GNAT1"	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.214124805352847	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.111031312388744	0	0.0285691521967709	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0	0	0	0.111031312388744	0.55581615506164	0.0285691521967709	0	0.176322772640463	0.0426443374084937	0.0143552929770701	0.0285691521967709	0.0426443374084937	0.0285691521967709	0	2.12101540096137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0.0143552929770701	0.0426443374084937	0	0	0	0.0285691521967709	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0	0.0840642647884745	0	0	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0.111031312388744	0.0426443374084937	0
"BCL11B"	0	1.63226821549951	1.1243281350022	0.773996325111173	1.97085365434048	2.24792751344359	0.584962500721156	1.49569516262407	2.9560566524124	1.95977015521147	1.47508488294878	4.0408924306469	3.13093086982645	1.21412480535285	3.51475349843975	0.505890929729957	0.485426827170242	1.34482849699744	2.76765479823735	1.89917563048051	1.16992500144231	1.79493566280354	0.879705766282288	0.505890929729957	3.13257684267001	2.26303440583379	1.16992500144231	0.75702324650746	0.495695162624069	1.48026512205446	1.09761079662642	0.713695814843359	0.687060688339892	0.526068811667588	2.06004738366994	1.02147972741045	1.41683974191283	0.678071905112638	1.80322703643493	0.941106310946431	4.23878685958712	1.90303827011291	3.91647664443772	1.58976348698498	0.0840642647884745	3.67355642399014	2.81966818349646	3.80322703643493	2.12763327972587	0.575312330687437	0.411426245726465	2.48800077083407	1.36737106564853	1.9297909977186	1.82374936030827	0.678071905112638	2.75915583380027	1.91838623444635	2.82984955984469	2.62293035092018	0.495695162624069	1	2.0496307677246	0.765534746362977	0	0	3.0686708106651	1.19534759832222	0.321928094887362	2.01077983875324	1.25096157353322	1.65992455840238	2.24488705912353	4.29425313644451	1.36176835941915	1.33342373372519	0.722466024471091	1.03562390973072	1.34482849699744	0	3.48928602262588	0.790772037862	1.0703893278914	2.86195536414487	0.871843648509318	1.24488705912353	2.16671544496642	4.30961277245412	1.99276843076892	1.29865831556452	0.84799690655495	3.78135971352466	1.31034012061215	2.27798474729977	1.7311832415722	2.57046293102604	2.58014548442338	1.08406426478847	2.55336050333533	1.88752527074159	1.47508488294878	1.86789646399265	1.51096191927738	1.35614381022528	1.6915341649192	0.855989697308481	1.71369581484336	1.9297909977186	1.0071955014042	1.790772037862	1.40053792958373	0.432959407276106	1.91838623444635	1.55581615506164	3.04264433740849	2.31034012061215	2.33628338786443	2.33342373372519	1.40599235967584	0.956056652412403	1.91456452349394	2.60880924267552	0.722466024471091	1.15055967657538	2.26603689399532	1.83592407425437	1.32192809488736	3.16349873228288	2.23266075679027	1.84398384404833	1.82781902461732	4.34766565630097	1.41142624572647	2.30742852519225
