"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0168_3006_T"	"BC_HKB0112_933_T"	"BC_HKB0641_1392_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1370_1673_T"	"BC_HKB1385_1721_T"	"BC_HKB2118_1689_T"	"BC_HKB2127_1726_T"	"HKB0007_3005_T"	"HKB0079_3006_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0662_1294_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0923_1584_T"	"BC_HKB2106_1619_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0233_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"HKB0734_3000_T"	"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"BC_HKB0830_1541_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"BC_HKB2112_1636_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB1372_1697_T"	"BC_HKB2119_1690_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0779_1486_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0833_1552_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2116_1671_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"
"ID1"	3.45022149589718	2.78659636189081	2.82171021503467	1.65535182861255	1.28095631383106	3.51727569320958	4.01167453338092	3.36737106564853	4.18428029441938	0	1.87970576628229	4.76818432477693	1.18903382439002	0	4.28909670241999	0	0	4.31614574229336	3.41683974191283	4.67525138605026	3.32912359629157	4.26228280642066	2.48026512205446	2.27202318906105	0	4.66448284036468	1.39506279951758	1.37295209791183	3.97911075501579	4.57591736111815	1.32192809488736	1.31614574229336	4.12101540096137	3.90110824301451	3.86591881455221	4.30012372456901	4.49249415167943	4.63517394667492	3.57893871309339	3.4154882710497	3.24792751344359	4.41616416473313	6.08852325661663	6.97533211589791	3.64731450954714	3.82680268428583	5.25663329505992	6.24564777363675	3.78450398292957	2.790772037862	4.81352468929781	2.67807190511264	2.74416109557041	4.67638025546692	5.58886451819015	4.17392693199981	8.28026040187849	3.82068956055921	3.83592407425437	3.33628338786443	1.54101915313356	2.72900887033786	0	2.26603689399532	2.53605290024021	2.73335434061383	2.33628338786443	2.34198574722862	2.18903382439002	3.30888505741176	0	2.87381319835909	6.11623997946937	3.31034012061215	1.4905701304462	2.25701061820602	2.19849415363908	4.0574502721839	0	4.93969674069176	2.92219784839637	2.13750352374994	1.29278174922785	3.20789285164133	3.114367024952	4.53169336086147	1.9297909977186	5.38922261635589	1.64616265715789	5.33699741660501	5.04788732939655	5.35860724911781	5.0686708106651	2.96532254836725	4.92742242873987	4.62351574149055	4.24868662687383	4.54966917072649	4.44956137461324	4.94251450533924	4.34978987024187	3.97727992349992	3.3743439890385	4.42894634476948	5.45516280124451	4.98458935036246	3.97636363573276	5.20515788392009	5.25587835258279	4.48800077083407	5.1122831085982	5.89990066360117	4.20789285164133	4.97407036702403	4.09761079662642	6.50525580093216	4.19613488076516	6.12845838414693	3.86492897228979	4.36527259976453	4.37503943134692	5.39882918244463	4.52857131887076	4.05918219921169	5.21994291395413	4.36806987653208	3.54225804976692	5.19258872156664	4.25171909260596	4.52042224852645	5.28132732965948	3.19692173382033	5.19021976366016	5.08278773170927
"FAM55D"	1.77399632511117	1.76977173924945	2.07382023329167	0	0.807354922057604	0.475084882948783	0.0426443374084937	0.0565835283663675	0.0285691521967709	2.41953889151378	1.65992455840238	0	1.60407132366886	1.76553474636298	1.96716860753263	1.01435529297707	1.55581615506164	0.0285691521967709	0.0426443374084937	0	0.16349873228288	0.070389327891398	1.39506279951758	0	0	1.6959938131099	1.84799690655495	2.46727948045998	1.33342373372519	0	0	1.77820857639809	0	0	0.0565835283663675	0	0	0	0.070389327891398	0	0	0.070389327891398	0	0	0	0	0	0	0.070389327891398	0	0	0	0.070389327891398	0.070389327891398	0	0	0	0.0565835283663675	0	2.96347412397489	0.823749360308273	0	0.887525270741587	2.799087306074	0.978195629681652	0	1.29278174922785	1.26303440583379	0	1.1243281350022	0.978195629681652	0.75702324650746	1.48542682717024	0.948600847493356	0	0	0	1.02147972741045	1.65992455840238	1.46988597627446	1.05658352836637	2.67355642399014	1.33913738491959	2.16992500144231	2.01792190799726	2.30451104180995	2.79493566280354	0	1.08406426478847	0.0285691521967709	0.0565835283663675	0	0	0	0	0	0.0565835283663675	0	0.238786859587116	0.0285691521967709	0.070389327891398	0.0565835283663675	0.0426443374084937	0.070389327891398	0	0.0426443374084937	0.0976107966264223	0.286881147788162	0.0285691521967709	0	0.0285691521967709	0	0.214124805352847	0.0285691521967709	0	0.0976107966264223	0	0.31034012061215	0.0840642647884745	0	0	0	0	0.0976107966264223	0.238786859587116	0	0	0	0.0285691521967709	0	0.111031312388744	0	0.189033824390017	0.111031312388744
"LOC100128554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.070389327891398	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0.0976107966264223	0	0	0	0	0.0426443374084937	0	0	0	0	0
"DIRC1"	0	4.29865831556452	0.823749360308273	0	0	0	0.298658315564515	0.0565835283663675	0.0565835283663675	0	0	0	0	0	0	0	2.4931349223055	0.238786859587116	0.0426443374084937	0.111031312388744	0.124328135002202	0	0	4.43095427138573	0	0	2.03210084316702	0	1.11769504266975	0	0	0	0.189033824390017	0	0.389566811762726	0.137503523749935	0.137503523749935	0.176322772640463	0.0426443374084937	0	0.0285691521967709	0.150559676575381	0	0	0.0976107966264223	0.0426443374084937	0.0426443374084937	0	0.070389327891398	0.0426443374084937	0	0.0426443374084937	0.0840642647884745	0	0.0565835283663675	0.0565835283663675	0.070389327891398	0	0.0840642647884745	0	3.03738222200308	0	3.01256867350306	0	0	0	0	0	0	0	3.51475349843975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.111031312388744	0.150559676575381	0	0	0.0976107966264223	0	0	0.176322772640463	0	0.0426443374084937	0.0840642647884745	0.0565835283663675	0.238786859587116	0.0565835283663675	0.176322772640463	0.137503523749935	0.176322772640463	0.176322772640463	0	0.0976107966264223	0	0.214124805352847	0	0.31034012061215	0.53605290024021	0.124328135002202	0	0.27500704749987	0.0976107966264223	0.0565835283663675	0.0976107966264223	0	0	0.124328135002202	0.16349873228288	0	0.150559676575381	0.150559676575381	0	0.0840642647884745	0	0.0565835283663675	0
"PTPN2"	3.06522762277562	1.81557542886257	2.60407132366886	2.15055967657538	3.08576455377831	2.97085365434048	4.78240856492737	4.39506279951758	4.44559429134118	2.72027846523333	3.5668151540109	4.45285896471381	4.05224198118114	3.05484847699562	3.28243980500639	2.82984955984469	3.25247621413522	5.05006629830629	4.95837871156634	3.86789646399265	4.63633460244218	4.72955277045397	3.88068552526112	3.18586654531133	4.23266075679027	3.54596836910529	3.01970191444255	1.92599941855622	2.79285535236249	4.21878116778407	3.40735275114004	3.26002565596146	5.00225245173138	5.0496307677246	4.62175885670973	5.32768736417605	4.31831684133498	3.77399632511117	4.36176835941915	5.467605550083	5.74038793246835	4.6507645591169	5.36981542428391	4.36176835941915	5.16027483140859	4.93687346182423	5.15461561132689	4.50080205305716	4.64961545906341	5.1811025507538	5.0639343057541	4.64154602908752	5.62146583446014	5.68818035858693	5.50430258316317	4.43496176018725	5.64529816394863	4.9676297534662	4.37989816352469	3.95512678126137	3.07895134139482	2.55336050333533	2.95977015521147	2.16027483140859	2.22342254993494	2.94673086014031	3.88557436437143	3.52857131887076	3.33628338786443	2.94860084749336	3.0036022366802	4.43095427138573	3.83289001416474	4.04526821513853	3.64616265715789	3.17791779219584	2.59931779369823	2.03562390973072	3.55826763405574	1.41142624572647	3.90207357931074	2.58014548442338	2.83390207666916	3.71149490665009	3.01792190799726	3.43962313755712	2.78868571061353	0	2.72465027173297	4.53605290024021	3.96993327469786	5.71369581484336	4.48864353985378	4.2861418728343	4.57712666130705	4.36946648365072	4.46008724011683	4.3110671022556	4.77188557851537	4.57712666130705	4.42290574261218	4.24640808724638	4.41210404467757	3.96532254836725	4.08831123588866	3.86393845042397	3.66106547980695	4.8499992594661	4.66163560233596	4.04439411935845	4.41413553298445	3.54720302475693	4.44493204894218	4.75702324650746	7.03551394402764	4.41074812818595	4.60999129521268	4.35402893805439	4.46923479366766	3.8923910259134	4.09339115325301	4.39369076418745	4.78764141448333	4.44161626940656	4.82476785314329	5.03738222200308	4.87823487911234	4.73281187208294	4.50716034911752	5.25247621413522	4.57591736111815	5.54225804976692	4.52794609890826	5.18388345903223
"ABI3"	2.11103131238874	3.08576455377831	2.02147972741045	1.50080205305716	2.53106949272595	3.30158764660319	2.5385381636298	2.86591881455221	2.22032995487956	2.45154083301783	1.44360665147561	5.40599235967584	3.47767732756531	1.26903314645524	3.80322703643493	2.08406426478847	0.594548549550354	2.98550043030489	3.22804904788446	3.17791779219584	2.13422093976063	3.07210580048042	0	0.855989697308481	1.89141918684608	2.99095486039699	2.83592407425437	2.3305584000308	1.35614381022528	3.06350294230616	2.26303440583379	0.6959938131099	2.26903314645524	2.08065766334523	2.53106949272595	2.50080205305716	2.53106949272595	3.01256867350306	3.29719141656586	2.83187724119167	2.74200621086674	3.36176835941915	2.79285535236249	3.52230689287139	1.84799690655495	2.86987140617771	2.26903314645524	2.48542682717024	1.98185265328974	2.71149490665009	0.565597175854225	2.06695024392463	1.52606881166759	2.70265754339091	2.9429835981871	2.01077983875324	1.91073266190291	3.44228003525258	2.09761079662642	3.10936055940423	2.07382023329167	1.35614381022528	3.28835856219366	1.90689059560852	1.58976348698498	0	1.4541758931858	1.91838623444635	0.978195629681652	1.40053792958373	2.67355642399014	3.01435529297707	3.07210580048042	4.46205231879643	2.25701061820602	2.0703893278914	2.0071955014042	0.863938450423971	2.14730669878029	1.50589092972996	2.59931779369823	0.773996325111173	1.15055967657538	3.51349074558812	2.08065766334523	1.36176835941915	1.74846123300404	4.10265813136374	3.64154602908752	3.32912359629157	3.13914201914569	4.0071955014042	2.69376571221778	3.07724299893246	2.90689059560852	3.40053792958373	3.87578006306849	3.40053792958373	2.70487196445635	3.28835856219366	3.02147972741045	2.31614574229336	3.44890095114513	2.5385381636298	3.38404980679516	2.02147972741045	3.16027483140859	3.03210084316702	2.19219416528334	3.14730669878029	3.23878685958712	2.02147972741045	2.44625622988956	3.65878273401283	4.06436554026363	3.02680005934372	3.33199177823206	2.96162332828694	2.80322703643493	2.74846123300404	2.52105073690096	3.14404636961671	2.54101915313356	2.82781902461732	2.82984955984469	2.80322703643493	2.55581615506164	4.13422093976063	2.57773093149008	3.21256933885081	2.36737106564853	4.1243281350022	3.31179371775365	3.11103131238874
"PCDHB18"	2.25096157353322	0.485426827170242	1.10433665981474	0.669026765509631	3.40053792958373	1.94110631094643	0.526068811667588	0.526068811667588	0.454175893185802	1.9560566524124	1.0703893278914	1.92599941855622	1.61823865559545	1.48542682717024	1.56559717585423	2.20789285164133	1.40053792958373	0.20163386116965	0.584962500721156	0.584962500721156	0.400537929583729	0.214124805352847	0.505890929729957	0.604071323668861	1.4594316186373	1.31614574229336	1.0071955014042	2.40871186102943	3.51222688651396	0.565597175854225	1.77820857639809	1.92219784839637	0.713695814843359	0.333423733725192	0.400537929583729	0.6959938131099	0.16349873228288	0.941106310946431	0.298658315564515	0.55581615506164	0.356143810225275	0.604071323668861	0.526068811667588	0.839959587489532	0.687060688339892	0.454175893185802	0.464668267003444	0.887525270741587	0.53605290024021	0.214124805352847	1.15055967657538	0.0840642647884745	0.333423733725192	0.432959407276106	0.367371065648529	0.978195629681652	0.22650852980868	0.545968369105292	0.356143810225275	1.85996954822103	2.39506279951758	1.80322703643493	2.72900887033786	1.67807190511264	2.61823865559545	0	1.6959938131099	3.52481592835751	2.91073266190291	0.831877241191673	3.4995270242151	0.773996325111173	0	1.92599941855622	1.30451104180995	1.90303827011291	4.32048467801769	0.604071323668861	0.6959938131099	0	0.443606651475615	3.96069703930431	2.32481060342048	0.918386234446348	0	2.89141918684608	2.46727948045998	0	1.43829285157915	1.29865831556452	0.722466024471091	0.137503523749935	0.516015147003665	0.070389327891398	0.910732661902913	0.704871964456353	0.575312330687437	0.495695162624069	1.34482849699744	0.356143810225275	0.622930350920177	0.454175893185802	0.622930350920177	0.722466024471091	0.622930350920177	0.632268215499513	0.37851162325373	0.594548549550354	0.7311832415722	0.495695162624069	0.807354922057604	0.887525270741587	0.604071323668861	0.823749360308273	0.604071323668861	0.970853654340484	0.286881147788162	1.03562390973072	0.613531652917927	0.641546029087524	0.250961573533219	0.505890929729957	0.505890929729957	0.941106310946431	0.918386234446348	0.622930350920177	0.214124805352847	0.963474123974886	0.333423733725192	0.344828496997441	1	0.584962500721156	0.604071323668861	1.11769504266975
"C13orf15"	0	1.83187724119167	1.63226821549951	3.36597242759338	1.16349873228288	2.92409988564074	4.8293421939028	4.68650052718322	4.28169825009883	0	2.50080205305716	3.39094277280254	1.68706068833989	0.985500430304885	1.37851162325373	0	0	4.24640808724638	4.07124781946144	4.65019012349677	4.72628628972067	3.98458935036246	2.31324585178756	2.57773093149008	0	4.9560566524124	3.01077983875324	1.90689059560852	1.37851162325373	3.70154905694307	2.29572302453997	0	5.16952419715	4.47378691161437	4.74416109557041	4.24868662687383	4.43429461795993	4.55765515472542	3.38404980679516	4.19692173382033	4.19692173382033	3.81147103052984	6.29241366782748	4.81966818349646	6.36299581197405	4.674686619928	4.5298209465287	5.33806779754262	4.2149019101607	3.4905701304462	4.63865311646611	3.72137265947682	3.56315813040281	3.62643913669732	6.34978987024187	4.23342794374847	5.13750352374993	4.78450398292957	4.35049724708413	1.20789285164133	0	0	1.25096157353322	0	2.36457243229586	1.15055967657538	0	2.74631276642546	2.31903981556254	1.43829285157915	1.37851162325373	3.94016675048282	4.48928602262588	2.55090066464752	1.36176835941915	2.42492208821069	1.61823865559545	4.41345868800798	1.86789646399265	2.59931779369823	3.49569516262407	1.97819562968165	1.17632277264046	1.28095631383106	1.41142624572647	2.87970576628229	1.15055967657538	4.63343121035563	2.70708299177171	5.22920335788675	4.58074849176377	4.66789212523023	5.17472598770613	3.93922657772821	4.36036427654347	4.52230689287139	6.47816289273763	4.23342794374847	4.68929916053589	4.30085587126876	4.66220549965362	4.15623479785027	4.25398926623079	4.77135740899056	6.16852169899217	3.56071495447448	3.18586654531133	4.96532254836725	3.96532254836725	4.85748342828667	4.48220292629596	7.06544306293743	3.47638168756724	4.54287709935414	5.3019533951261	5.86046625851717	3.52732060787705	4.80374366850523	5.25134038278862	5.48832219114082	3.70265754339091	5.03650333373899	5.08321336824898	3.91169158187234	5.52638186256192	4.75648960675997	4.22650852980868	5.05093696522523	4.09085343045111	4.43829285157915	4.65191274464578	4.78764141448333	4.79181407116183	5.52763338729093
"ICAM1"	3.36597242759338	4.71863561627134	3.05484847699562	4.13668357769724	2.52606881166759	4.53169336086147	4.73876783680019	4.55949181320504	4.58496250072116	3.22650852980868	2.58976348698498	6.16410241248175	4.6915341649192	2.3533232911629	5.34482849699744	3.79181407116183	2.17632277264046	5.34624777408278	5.69320814891002	4.37086174008529	5.87504280300259	4.63110428236588	4.2502036564993	3.57893871309339	5.13914201914569	4.13832300405648	2.72027846523333	2.91838623444635	5.06608919045777	4.17712050284652	4.00898878322726	3.68594014844598	5.32948243102564	6.29939120612683	5.23610988988963	5.29609026268396	5.23381138429316	4.35543919724869	5.77214959078454	5.19219416528334	6.28651155766423	5.51064550409004	5.92694824794977	6.17292748960384	6.80180534355842	5.97223312380739	4.21256933885081	5.03342300153745	4.25701061820602	4.42894634476948	0.879705766282288	4.33913738491959	3.5909612413426	4.7235585614721	6.38870616922638	4.46923479366766	5.38128337250378	7.71362708726119	4.31614574229336	3.27500704749987	1.83187724119167	3.74523733212975	4.76606505147495	3.76128527336162	3.64961545906341	3.24488705912353	3.69932952567316	2.92599941855622	4.21256933885081	3.18903382439002	2.82984955984469	5.65706830120158	5.63255905211795	5.74738739965272	4.62643913669732	3.31324585178756	2.53106949272595	3.4276061727819	2.6915341649192	1.78240856492737	4.49121175600309	4.84348142543246	3.20789285164133	4.34624777408278	2.4594316186373	3.08915913191124	3.37295209791183	5.00629802390037	4.97544676564096	5.93545974780529	3.62643913669732	6.15116879418666	4.49825086752783	5.24336442569366	3.99095486039699	4.93687346182423	4.33842441478356	3.78345665436024	4.20945336562895	6.36369674483899	5.06436554026363	3.86195536414487	5.38646609286931	4.33199177823206	5.28429202639431	3.93734439215023	4.74146698640115	4.21412480535285	5.40871186102943	4.46401472450489	4.74146698640115	3.96069703930431	4.75595576955096	4.97727992349992	6.34429590791582	6.260590274731	4.74792441623844	4.54101915313356	4.50525580093216	4.611172380044	4.35825558670513	5.55918586578773	4.5465858290081	4.56132613645392	5.01658546043445	5.01212167271222	3.89530262133331	5.8171115727957	4.07895134139482	5.30560578958543	4.1101961777542	5.71094415457587	4.67638025546692	5.21916852046216
"CDH20"	1.41142624572647	0	1.74846123300404	1.56559717585423	2.1407786557828	1.28688114778816	0	0.0285691521967709	0.0976107966264223	1.38404980679516	0.495695162624069	0	2.02856915219677	1.42223300068305	0	2.98732086592925	1.23878685958712	0	0	0.0426443374084937	0.22650852980868	0	2.28095631383106	1.44890095114513	0	1.07724299893246	1.57046293102604	1.9560566524124	1.93357263826102	0.575312330687437	0.53605290024021	0.526068811667588	0.0143552929770701	0	0.0565835283663675	0.124328135002202	0	0.0426443374084937	0.0976107966264223	0	0.0143552929770701	0.16349873228288	0.070389327891398	0.27500704749987	0.070389327891398	0.111031312388744	0.189033824390017	0.55581615506164	0	3.29719141656586	0	0.0426443374084937	0	0	0	0.0285691521967709	0.189033824390017	0.0143552929770701	0	1.50589092972996	1.10433665981474	0.641546029087524	1.55090066464752	1.30451104180995	1.48026512205446	0	0.871843648509318	0.84799690655495	1.62293035092018	0.659924558402378	0.632268215499513	0.454175893185802	0.53605290024021	0	0	0	0	2.35049724708413	1.09085343045111	1.38956681176273	0	1.01435529297707	0	0.584962500721156	0	0.807354922057604	1.17632277264046	3.5909612413426	2.35614381022528	0.475084882948783	0.0426443374084937	0	0.0285691521967709	0.124328135002202	0.475084882948783	0.432959407276106	0.454175893185802	0.214124805352847	0.137503523749935	0	0.070389327891398	0	0.0426443374084937	0.0840642647884745	0.855989697308481	0.176322772640463	0	0.367371065648529	0.214124805352847	0.22650852980868	0.111031312388744	2.72246602447109	0.0285691521967709	0.659924558402378	0.0285691521967709	0.263034405833794	0.0426443374084937	0.0426443374084937	0.22650852980868	0.0285691521967709	0.0285691521967709	0.389566811762726	0.356143810225275	0.0565835283663675	0.137503523749935	0.0285691521967709	0	0.0976107966264223	0.176322772640463	0.0840642647884745	0.22650852980868	0	0.0285691521967709	0.27500704749987
"C1QB"	5.44360665147561	6.49553528064453	5.45746296464855	6.96589969564898	4.71424551766612	7.13750352374993	6.55765515472542	8.02972894155423	5.84297883178833	6.5413289770456	3.46074256378964	10.1736521543548	6.74617838097141	5.32445060465607	8.50342824659197	5.34340782229781	4.9923152518612	7.95076000318054	7.75675645130727	8.12500010561794	7.08915913191124	8.9207399043279	6.52277766952458	5.39197388306029	5.62439338221977	7.62964804418744	6.72328550477764	5.45713459431804	6.6055535954944	8.13970482243148	5.79701297783614	4.97544676564096	6.79025073883523	6.38387705997811	7.04526821513853	6.53138146051631	7.36964096451698	7.67348575733779	8.34739990950854	8.23083705103019	7.34180788924394	8.19308176522712	8.14852742516046	8.75858967269477	4.73606362787181	8.09021830165332	6.57500972029495	5.52105073690096	5.49505552836802	7.67277890037074	2.54843662469604	6.59931779369823	6.24925569993658	7.01390884549064	8.02928722696825	6.76447355099267	7.07296327155522	9.48028532093637	6.11457525112554	5.48478262307787	4.87627136055013	5.01747656302046	6.92433746407535	4.28095631383106	5.67891698667984	5.38370429247405	5.41006969175638	5.90544717873885	5.77320515698557	3.79389588254888	5.67157644813065	8.80361452783102	7.29232163280204	9.31580621273473	7.10412695052722	8.19638081844852	4.95837871156634	6.89857115775164	5.85549144310187	5.92765946070309	7.91486345949735	5.73416766115076	5.85024935828633	7.68004299262257	3.30888505741176	6.08958289312471	6.51191074867093	9.45945211131904	7.7220561096961	7.64320683088962	7.7054941584602	8.8804406478879	7.76473892302338	8.21630934660642	7.31242920625061	8.11743531756403	8.39827340357741	8.04690571867125	7.21208291144106	8.60147367775622	7.43362716708478	7.11290859962941	8.30984010814752	6.20182986620234	8.06576616286955	5.43429461795993	7.23716214902522	6.30067286942404	6.13811817761461	7.53706305488959	7.32237886665822	6.62643913669732	7.27416846089261	7.31967212094699	9.99143681242787	8.05999332483936	8.40450296122688	7.86635165707678	6.32553033156756	8.08145680757487	6.87356715162175	7.94889281419155	6.93604896367662	6.46270675067016	7.61970645004589	7.56285295958392	7.25776496857139	8.98250879333922	7.29103252558246	8.27807770145984	5.97498811199193	8.48119397804804	7.30085587126876	8.14241343787374
"EMR4P"	0	0	0	0	0	0	0.632268215499513	0.20163386116965	0.333423733725192	0	0	0	0	0	0	0	0	0.250961573533219	0.565597175854225	0.16349873228288	0.454175893185802	0.454175893185802	0	0	0	0	0	0	0.669026765509631	1.33913738491959	0	1.35049724708413	0.0976107966264223	0.0565835283663675	0.137503523749935	0.238786859587116	0.31034012061215	0.545968369105292	0.356143810225275	0.137503523749935	0.111031312388744	0.238786859587116	0.0976107966264223	1.1243281350022	0.22650852980868	0.895302621333307	0.150559676575381	0.823749360308273	0.454175893185802	0.575312330687437	0.0976107966264223	0.214124805352847	0.124328135002202	0.887525270741587	0.238786859587116	0.31034012061215	0.124328135002202	0.20163386116965	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0.389566811762726	0	1.16349873228288	0.55581615506164	0.790772037862	0	0	0	0	0	0	0	0	0	0	0	0.839959587489532	1.46988597627446	2.07382023329167	0	0.516015147003665	0.356143810225275	1.21412480535285	0.7311832415722	0.678071905112638	1.02147972741045	0.411426245726465	1.65535182861255	0.956056652412403	1.37295209791183	0.389566811762726	0.613531652917927	0.0426443374084937	0.124328135002202	0.941106310946431	0.422233000683048	0.333423733725192	0.594548549550354	1.36737106564853	0.286881147788162	0.613531652917927	0.389566811762726	0.176322772640463	0.584962500721156	0.963474123974886	0.739848102699327	0.400537929583729	0.137503523749935	0.650764559116902	0.495695162624069	0.687060688339892	0.286881147788162	0.464668267003444	0.765534746362977	0.485426827170242	0.839959587489532	0.863938450423971	0.321928094887362	0.37851162325373	0.495695162624069	0.505890929729957	0.632268215499513	0.871843648509318	0.454175893185802	0.475084882948783
"ALLC"	0	0	0	0	0.933572638261024	0	0	0.0565835283663675	0.0565835283663675	0	0	0	0	0	0	0	0	0	0.070389327891398	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0.956056652412403	0.0285691521967709	0	0	0	0.070389327891398	0	0	0	0.0285691521967709	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0	0	0	0	0.16349873228288	0	0.495695162624069	0	0.0426443374084937	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.925999418556223	0	0	0	0	0	0	1.9297909977186	0.782408564927373	0	0	0	0	0	0	0	0	0	0	0	0	0	2.877744249949	0	0.0426443374084937	0.0426443374084937	0	0.0976107966264223	0	0.111031312388744	0	0.070389327891398	0	0	0	0	0	0	0	0.0426443374084937	0.176322772640463	0.070389327891398	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.124328135002202	0	0	0.0426443374084937	0	0	0
